-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,text-shopee-green,truncate,inline-block,img,text-xs/sp14_2,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/sg-11134201-22100-amrrmw28f8iv69,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,BLACK SHARK 4-BLACK SHARK 4 PRO-BLACK SHARK 5 -BLACK SHARK 5 PRO-BLACK SHARK 5 RS-MI 10 LITE 5G-MI 10 YOUTH 5G-MI 8 LITE-MI 8 PRO-MI 9 LITE-MI 9 PRO -MI 9 PRO 5G TEMPERED GLASS 5D GM ACC,Rp,3.500,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,19 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,,,"Scrape to BigSeller
BLACK SHARK 4-BLACK SHARK 4 PRO-BLACK SHARK 5 -BLACK SHARK 5 PRO-BLACK SHARK 5 RS-MI 10 LITE 5G-MI 10 YOUTH 5G-MI 8 LITE-MI 8 PRO-MI 9 LITE-MI 9 PRO -MI 9 PRO 5G TEMPERED GLASS 5D GM ACC
Rp
3.500
4.5
19 Terjual
Besok
Tangerang",https://shopee.co.id/BLACK-SHARK-4-BLACK-SHARK-4-PRO-BLACK-SHARK-5-BLACK-SHARK-5-PRO-BLACK-SHARK-5-RS-MI-10-LITE-5G-MI-10-YOUTH-5G-MI-8-LITE-MI-8-PRO-MI-9-LITE-MI-9-PRO-MI-9-PRO-5G-TEMPERED-GLASS-5D-GM-ACC-i.180769575.21358417335?extraParams=%7B%22display_model_id%22%3A192969904295%2C%22model_selection_logic%22%3A2%7D&sp_atk=aeb32833-c696-4b67-8b68-4cf0878136b7&xptdk=aeb32833-c696-4b67-8b68-4cf0878136b7
https://down-id.img.susercontent.com/file/id-11134207-822wu-mmrhbp9iudxcc1,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,blackshark 4 pro 12/256 second mulus,Rp,3.150.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sumedang,4-7 Hari,,,,,,,"Scrape to BigSeller
blackshark 4 pro 12/256 second mulus
Rp
3.150.000
4-7 Hari
Kab. Sumedang",https://shopee.co.id/blackshark-4-pro-12-256-second-mulus-i.928681624.48608359424?extraParams=%7B%22display_model_id%22%3A177391803254%2C%22model_selection_logic%22%3A3%7D&sp_atk=cdc29c50-ee07-4502-ab58-90056a74517e&xptdk=cdc29c50-ee07-4502-ab58-90056a74517e
https://down-id.img.susercontent.com/file/aabc05e8686bfcf6c938bb44e746b82e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,xiaomi black shark 4 blackshark 4 12/256gb second original,Rp,3.850.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,6 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,"Scrape to BigSeller
xiaomi black shark 4 blackshark 4 12/256gb second original
Rp
3.850.000
5.0
6 Terjual
Besok
Bekasi",https://shopee.co.id/xiaomi-black-shark-4-blackshark-4-12-256gb-second-original-i.43877791.18133985594?extraParams=%7B%22display_model_id%22%3A211746362212%2C%22model_selection_logic%22%3A3%7D&sp_atk=20f4364a-3013-4f42-a5f1-d4c396a93d1e&xptdk=20f4364a-3013-4f42-a5f1-d4c396a93d1e
https://down-id.img.susercontent.com/file/sg-11134201-22100-0qcw3bn4f8iv4a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,BLACK SHARK 4-BLACK SHARK 4 PRO-BLACK SHARK 5 -BLACK SHARK 5 PRO-BLACK SHARK 5 RS-MI 10 LITE 5G-MI 10 YOUTH 5G-MI 8 LITE-MI 8 PRO-MI 9 LITE-MI 9 PRO -MI 9 PRO 5G TEMPERED GLASS ANTI BLUE GM ACC,Rp,4.500,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,"Scrape to BigSeller
BLACK SHARK 4-BLACK SHARK 4 PRO-BLACK SHARK 5 -BLACK SHARK 5 PRO-BLACK SHARK 5 RS-MI 10 LITE 5G-MI 10 YOUTH 5G-MI 8 LITE-MI 8 PRO-MI 9 LITE-MI 9 PRO -MI 9 PRO 5G TEMPERED GLASS ANTI BLUE GM ACC
Rp
4.500
Besok
Tangerang",https://shopee.co.id/BLACK-SHARK-4-BLACK-SHARK-4-PRO-BLACK-SHARK-5-BLACK-SHARK-5-PRO-BLACK-SHARK-5-RS-MI-10-LITE-5G-MI-10-YOUTH-5G-MI-8-LITE-MI-8-PRO-MI-9-LITE-MI-9-PRO-MI-9-PRO-5G-TEMPERED-GLASS-ANTI-BLUE-GM-ACC-i.180769575.21358417597?extraParams=%7B%22display_model_id%22%3A127022196241%2C%22model_selection_logic%22%3A2%7D&sp_atk=7876e309-ff1a-40cd-bcae-b74fd068736e&xptdk=7876e309-ff1a-40cd-bcae-b74fd068736e
https://down-id.img.susercontent.com/file/sg-11134201-22100-aam8t109f8iv8e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,BLACK SHARK 4-BLACK SHARK 4 PRO-BLACK SHARK 5 -BLACK SHARK 5 PRO-BLACK SHARK 5 RS-MI 10 LITE 5G-MI 10 YOUTH 5G-MI 8 LITE-MI 8 PRO-MI 9 LITE-MI 9 PRO -MI 9 PRO 5G  TEMPERED GLASS ANTI SPY GM ACC,Rp,8.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,1 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,"Scrape to BigSeller
BLACK SHARK 4-BLACK SHARK 4 PRO-BLACK SHARK 5 -BLACK SHARK 5 PRO-BLACK SHARK 5 RS-MI 10 LITE 5G-MI 10 YOUTH 5G-MI 8 LITE-MI 8 PRO-MI 9 LITE-MI 9 PRO -MI 9 PRO 5G TEMPERED GLASS ANTI SPY GM ACC
Rp
8.000
1 Terjual
Besok
Tangerang",https://shopee.co.id/BLACK-SHARK-4-BLACK-SHARK-4-PRO-BLACK-SHARK-5-BLACK-SHARK-5-PRO-BLACK-SHARK-5-RS-MI-10-LITE-5G-MI-10-YOUTH-5G-MI-8-LITE-MI-8-PRO-MI-9-LITE-MI-9-PRO-MI-9-PRO-5G-TEMPERED-GLASS-ANTI-SPY-GM-ACC-i.180769575.20458419363?extraParams=%7B%22display_model_id%22%3A230139044117%2C%22model_selection_logic%22%3A2%7D&sp_atk=30bb8f00-9ec0-4fa1-a5fa-f38c174ef7bd&xptdk=30bb8f00-9ec0-4fa1-a5fa-f38c174ef7bd
https://down-id.img.susercontent.com/file/id-11134207-822wh-mmhtl2rqclxg79,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,blackshark 5 8 / 256,Rp,3.100.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,Besok,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,"Scrape to BigSeller
blackshark 5 8 / 256
Rp
3.100.000
Besok
Semarang",https://shopee.co.id/blackshark-5-8-256-i.85885813.53308014056?extraParams=%7B%22display_model_id%22%3A425712977205%2C%22model_selection_logic%22%3A3%7D&sp_atk=89de3b98-b7d9-4b39-abda-fddcd756047f&xptdk=89de3b98-b7d9-4b39-abda-fddcd756047f
https://down-id.img.susercontent.com/file/id-11134207-822wj-mlt3173ctbm03e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Blackshark V2X White (BNIB),Rp,458.100,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,2-6 Hari,,,,,-34%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
Blackshark V2X White (BNIB)
Rp
458.100
-34%
2-6 Hari
Bandung",https://shopee.co.id/Blackshark-V2X-White-(BNIB)-i.50844890.46457231348?extraParams=%7B%22display_model_id%22%3A360641824767%2C%22model_selection_logic%22%3A3%7D&sp_atk=1fd09573-fa49-4165-99dd-67c8521e6b9e&xptdk=1fd09573-fa49-4165-99dd-67c8521e6b9e
https://down-id.img.susercontent.com/file/id-11134207-822ws-mm08kaqan4en54,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HP second Xiaomi Black Shark 3 8/128GB Normal tested,Rp,2.650.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Malang,1 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,"Scrape to BigSeller
HP second Xiaomi Black Shark 3 8/128GB Normal tested
Rp
2.650.000
1 Terjual
Besok
Kab. Malang",https://shopee.co.id/HP-second-Xiaomi-Black-Shark-3-8-128GB-Normal-tested-i.32871829.45357433564?extraParams=%7B%22display_model_id%22%3A435659549959%2C%22model_selection_logic%22%3A3%7D&sp_atk=1cb9f000-1d34-4cbc-b18d-cbdd8561b4d1&xptdk=1cb9f000-1d34-4cbc-b18d-cbdd8561b4d1
https://down-id.img.susercontent.com/file/ab607030eb1024f4faa6d7c5f71abf76,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,xiaomi Blackshark 1,Rp,500.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,,,,,,,,"Scrape to BigSeller
xiaomi Blackshark 1
Rp
500.000
Makassar",https://shopee.co.id/xiaomi-Blackshark-1-i.663236316.15244135438?extraParams=%7B%22display_model_id%22%3A142059743724%2C%22model_selection_logic%22%3A3%7D&sp_atk=d61ee6c4-ee78-40a1-9ade-38e6df6182cd&xptdk=d61ee6c4-ee78-40a1-9ade-38e6df6182cd
https://down-id.img.susercontent.com/file/id-11134207-7rbk6-m7jhx5xrk68l8c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Black shark 3 Garansi Resmi Indonesia Blackshark 3 HP Game Dengan Game P@d,Rp,3.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Hari ini,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,Hari ini,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,"Scrape to BigSeller
Black shark 3 Garansi Resmi Indonesia Blackshark 3 HP Game Dengan Game P@d
Rp
3.999.000
Hari ini
Surabaya",https://shopee.co.id/Black-shark-3-Garansi-Resmi-Indonesia-Blackshark-3-HP-Game-Dengan-Game-P-d-i.198773392.26730168733?extraParams=%7B%22display_model_id%22%3A320679045175%2C%22model_selection_logic%22%3A3%7D&sp_atk=370bce6e-54dd-48d8-aa48-d7df4722d3a6&xptdk=370bce6e-54dd-48d8-aa48-d7df4722d3a6
https://down-id.img.susercontent.com/file/id-11134207-8224x-mjkauxuk7ytg56,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Black shark 3 8/128gb,Rp,2.350.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banjarnegara,2-5 Hari,,,,,,,"Scrape to BigSeller
Black shark 3 8/128gb
Rp
2.350.000
2-5 Hari
Kab. Banjarnegara",https://shopee.co.id/Black-shark-3-8-128gb-i.28675347.51854789900?extraParams=%7B%22display_model_id%22%3A335444255343%2C%22model_selection_logic%22%3A3%7D&sp_atk=60ac988a-b066-40b2-89a5-6b016fa831c8&xptdk=60ac988a-b066-40b2-89a5-6b016fa831c8
https://down-id.img.susercontent.com/file/id-11134207-822wh-mmcu5fow1udf55,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,BLACK SHARK S3 CLASSIC GARANSI RESMI,Rp,749.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Yogyakarta,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,"Scrape to BigSeller
BLACK SHARK S3 CLASSIC GARANSI RESMI
Rp
749.000
Besok
Yogyakarta",https://shopee.co.id/BLACK-SHARK-S3-CLASSIC-GARANSI-RESMI-i.57690309.47957794363?extraParams=%7B%22display_model_id%22%3A277486685723%2C%22model_selection_logic%22%3A3%7D&sp_atk=f136073b-18d0-4b62-80d9-28e73462fb14&xptdk=f136073b-18d0-4b62-80d9-28e73462fb14
https://down-id.img.susercontent.com/file/id-11134207-7r992-llq2752cwh7ob8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Xiaomi Black Shark 4 8/128 6/128 Second Fullset Original,Rp,4.249.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,2 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,"Scrape to BigSeller
Xiaomi Black Shark 4 8/128 6/128 Second Fullset Original
Rp
4.249.000
5.0
2 Terjual
Besok
Jakarta Barat",https://shopee.co.id/Xiaomi-Black-Shark-4-8-128-6-128-Second-Fullset-Original-i.203572497.19184218165?extraParams=%7B%22display_model_id%22%3A194590472954%2C%22model_selection_logic%22%3A3%7D&sp_atk=44d1f2de-8ea8-46a0-8c3d-905c5921aab6&xptdk=44d1f2de-8ea8-46a0-8c3d-905c5921aab6
https://down-id.img.susercontent.com/file/id-11134207-822wm-mmzmwmjdwqo4ae,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,blackshark 2,Rp,2.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tegal,2-3 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,,"Scrape to BigSeller
blackshark 2
Rp
2.000.000
2-3 Hari
Kab. Tegal",https://shopee.co.id/blackshark-2-i.597652478.50258720795?extraParams=%7B%22display_model_id%22%3A410773576127%2C%22model_selection_logic%22%3A3%7D&sp_atk=eb9d776e-ba7b-4d52-b790-da2ce079b55c&xptdk=eb9d776e-ba7b-4d52-b790-da2ce079b55c
https://down-id.img.susercontent.com/file/id-11134207-82252-mh57chdqoaa32a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Blackshark 2 Pro + Gamepad Garansi Resmi Black Shark 2 Fullset Ori,Rp,4.599.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Hari ini,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,Hari ini,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,"Scrape to BigSeller
Blackshark 2 Pro + Gamepad Garansi Resmi Black Shark 2 Fullset Ori
Rp
4.599.000
Hari ini
Surabaya",https://shopee.co.id/Blackshark-2-Pro-Gamepad-Garansi-Resmi-Black-Shark-2-Fullset-Ori-i.198773392.53301494578?extraParams=%7B%22display_model_id%22%3A390138585631%2C%22model_selection_logic%22%3A3%7D&sp_atk=51778720-2c65-4d3a-b4b5-72e1d5e91336&xptdk=51778720-2c65-4d3a-b4b5-72e1d5e91336
https://down-id.img.susercontent.com/file/sg-11134201-7rbk0-lks3mxwhee7ifb,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,XIAOMI BLACK SHARK 2 PRO Ram 8/128Gb FULLSET - rog phone,Rp,4.550.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,35 Terjual,Cicilan,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,-10%,,"Scrape to BigSeller
XIAOMI BLACK SHARK 2 PRO Ram 8/128Gb FULLSET - rog phone
Rp
4.550.000
-10%
Cicilan
4.8
35 Terjual
Besok
Jakarta Pusat",https://shopee.co.id/XIAOMI-BLACK-SHARK-2-PRO-Ram-8-128Gb-FULLSET-rog-phone-i.64979891.6434124837?extraParams=%7B%22display_model_id%22%3A74480827183%2C%22model_selection_logic%22%3A3%7D&sp_atk=f02eee80-5f37-4544-88aa-ea86957f002c&xptdk=f02eee80-5f37-4544-88aa-ea86957f002c
https://down-id.img.susercontent.com/file/sg-11134201-22110-6o2jduwmrekv45,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Xiaomi Blackshark 1 8/128gb Second,Rp,3.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,2 Terjual,Cicilan,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,"Scrape to BigSeller
Xiaomi Blackshark 1 8/128gb Second
Rp
3.500.000
Cicilan
5.0
2 Terjual
Besok
Jakarta Timur",https://shopee.co.id/Xiaomi-Blackshark-1-8-128gb-Second-i.174110882.8961599510?extraParams=%7B%22display_model_id%22%3A82428270159%2C%22model_selection_logic%22%3A3%7D&sp_atk=39c89a1f-e523-45b6-b23b-841fd3e83fed&xptdk=39c89a1f-e523-45b6-b23b-841fd3e83fed
https://down-id.img.susercontent.com/file/78a95f78c2f78e9e7aeae549733297fd,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,xiaomi black shark 2 blackshark 2 12/256gb second fullset original,Rp,3.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,3 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,3.0,,,"Scrape to BigSeller
xiaomi black shark 2 blackshark 2 12/256gb second fullset original
Rp
3.500.000
3.0
3 Terjual
Besok
Bekasi",https://shopee.co.id/xiaomi-black-shark-2-blackshark-2-12-256gb-second-fullset-original-i.43877791.13573688165?extraParams=%7B%22display_model_id%22%3A152155538873%2C%22model_selection_logic%22%3A3%7D&sp_atk=70375d0d-283c-4a6a-8b61-76a50f8e1863&xptdk=70375d0d-283c-4a6a-8b61-76a50f8e1863
https://down-id.img.susercontent.com/file/id-11134207-82251-mkwfl5sxjb43e2,https://down-id.img.susercontent.com/file/id-11134258-7ra0q-mbesqwmkb0gu9c,Xiaomi Black Shark 4 5G Mirror Black 6/128 | NFC | Unit + Dus + Case |,Rp,4.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Boyolali,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,"Scrape to BigSeller
Xiaomi Black Shark 4 5G Mirror Black 6/128 | NFC | Unit + Dus + Case |
Rp
4.000.000
Besok
Kab. Boyolali",https://shopee.co.id/Xiaomi-Black-Shark-4-5G-Mirror-Black-6-128-NFC-Unit-Dus-Case--i.1540821378.47606310112?extraParams=%7B%22display_model_id%22%3A320568916797%2C%22model_selection_logic%22%3A3%7D&sp_atk=a69c0c02-dc25-4c0f-a14d-5a45b09c1997&xptdk=a69c0c02-dc25-4c0f-a14d-5a45b09c1997
