-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,img,text-xs/sp14_2,text-xs,pointer-events-none,align-middle,truncate,inline-block,text-shopee-primary,pointer-events-none_2,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7r98s-lm09zy2l7xnj19,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop HP Pavilion 14 -ce3013TX Intel Core i7-1065G7 RAM 8GB SSD 512GB MX250 GEN10,Rp,7.399.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,,,"Laptop HP Pavilion 14 -ce3013TX Intel Core i7-1065G7 RAM 8GB SSD 512GB MX250 GEN10
Rp
7.399.000
Bandung",https://shopee.co.id/Laptop-HP-Pavilion-14-ce3013TX-Intel-Core-i7-1065G7-RAM-8GB-SSD-512GB-MX250-GEN10-i.136426278.23055766244?extraParams=%7B%22display_model_id%22%3A222057984080%2C%22model_selection_logic%22%3A3%7D&sp_atk=b9af4d0d-5014-4284-984e-a415dbff928a&xptdk=b9af4d0d-5014-4284-984e-a415dbff928a
https://down-id.img.susercontent.com/file/id-11134207-82252-mjo8azgyt1qc42,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,Advan Soulmate X Amd 3020e RAM16GB SSD512GB 14'' HD Windows 11,Rp,3.549.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,1RB+ Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,Pilih Lokal,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,,"Advan Soulmate X Amd 3020e RAM16GB SSD512GB 14'' HD Windows 11
Rp
3.549.000
Pilih Lokal
4.9
1RB+ Terjual
Jakarta Pusat",https://shopee.co.id/Advan-Soulmate-X-Amd-3020e-RAM16GB-SSD512GB-14''-HD-Windows-11-i.186855095.22270594690?extraParams=%7B%22display_model_id%22%3A286814674200%2C%22model_selection_logic%22%3A3%7D&sp_atk=aa131376-224b-47ec-981c-f06e587f8d34&xptdk=aa131376-224b-47ec-981c-f06e587f8d34
https://down-id.img.susercontent.com/file/id-11134207-7r98s-lq53gug77pe825,https://down-id.img.susercontent.com/file/id-11134258-7ra0q-mbesqwmkb0gu9c,"Asus Chromebook C423, Super Slim, Ringan, Mulus, Seri Baru,",Rp,2.150.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,22 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Asus Chromebook C423, Super Slim, Ringan, Mulus, Seri Baru,
Rp
2.150.000
5.0
22 Terjual
Jakarta Barat",https://shopee.co.id/Asus-Chromebook-C423-Super-Slim-Ringan-Mulus-Seri-Baru--i.218475243.24806812623?extraParams=%7B%22display_model_id%22%3A187255912520%2C%22model_selection_logic%22%3A3%7D&sp_atk=49d6cedf-8c8d-4a24-93f9-6186d275a0c2&xptdk=49d6cedf-8c8d-4a24-93f9-6186d275a0c2
https://down-id.img.susercontent.com/file/id-11134207-8224s-mjaw2obdnkefb6,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop Gaming HP Elitebook 845 G8 AMD Ryzen 5 Pro 5000 Series Ram 32 GB SSD 1 TB Layar 14 inch Touchscreen,Rp,4.890.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,480 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,"Laptop Gaming HP Elitebook 845 G8 AMD Ryzen 5 Pro 5000 Series Ram 32 GB SSD 1 TB Layar 14 inch Touchscreen
Rp
4.890.000
4.9
480 Terjual
Jakarta Pusat",https://shopee.co.id/Laptop-Gaming-HP-Elitebook-845-G8-AMD-Ryzen-5-Pro-5000-Series-Ram-32-GB-SSD-1-TB-Layar-14-inch-Touchscreen-i.353682130.28971411977?extraParams=%7B%22display_model_id%22%3A370692046898%2C%22model_selection_logic%22%3A3%7D&sp_atk=c03f80cb-72d1-47ea-90b0-cc458cba89bd&xptdk=c03f80cb-72d1-47ea-90b0-cc458cba89bd
https://down-id.img.susercontent.com/file/id-11134207-822wq-mlosq9mnzoy7aa,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP LENOVO THINKPAD L570 INTEL I5 8250U 16GB 512GB SSD 15.6 Inch HD WINDOWS 11 PRO,Rp,3.299.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,38 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"LAPTOP LENOVO THINKPAD L570 INTEL I5 8250U 16GB 512GB SSD 15.6 Inch HD WINDOWS 11 PRO
Rp
3.299.000
-1%
Hadiah Gratis
5.0
38 Terjual
Depok",https://shopee.co.id/LAPTOP-LENOVO-THINKPAD-L570-INTEL-I5-8250U-16GB-512GB-SSD-15.6-Inch-HD-WINDOWS-11-PRO-i.1414506565.26870064230?extraParams=%7B%22display_model_id%22%3A198735809902%2C%22model_selection_logic%22%3A3%7D&sp_atk=22b1b22a-e296-4beb-8bcd-42cf00eac4e1&xptdk=22b1b22a-e296-4beb-8bcd-42cf00eac4e1
https://down-id.img.susercontent.com/file/id-11134207-7ra0t-mc1tgur6l7ax9a,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop Dell Latitude Core i5 / i7 / RAM 8GB / 16GB Notebook Second | Termurah dan Berkualitas |  5420 5430 5440 5450 5480 5490 5550 Intel Core i5 Ram 4-8GB Storage ssd/HDD Peningkatan baru laptop Laptop Slim Murah Bagus dan Bergaransi bekas,Rp,1.199.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,391 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Laptop Dell Latitude Core i5 / i7 / RAM 8GB / 16GB Notebook Second | Termurah dan Berkualitas | 5420 5430 5440 5450 5480 5490 5550 Intel Core i5 Ram 4-8GB Storage ssd/HDD Peningkatan baru laptop Laptop Slim Murah Bagus dan Bergaransi bekas
Rp
1.199.000
4.7
391 Terjual
Jakarta Pusat",https://shopee.co.id/Laptop-Dell-Latitude-Core-i5-i7-RAM-8GB-16GB-Notebook-Second-Termurah-dan-Berkualitas-5420-5430-5440-5450-5480-5490-5550-Intel-Core-i5-Ram-4-8GB-Storage-ssd-HDD-Peningkatan-baru-laptop-Laptop-Slim-Murah-Bagus-dan-Bergaransi-bekas-i.828697142.14199498678?extraParams=%7B%22display_model_id%22%3A445281747477%2C%22model_selection_logic%22%3A3%7D&sp_atk=7ea6ccc4-bc2c-4356-8f8d-603a03f9c6fb&xptdk=7ea6ccc4-bc2c-4356-8f8d-603a03f9c6fb
https://down-id.img.susercontent.com/file/485483c5361fb7e456bbb28951b1ade4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MACBOOK AIR 2017 CORE i5 RAM 8GB SSD 1TB 13 INCHI OS MONTEREY GARANSI,Rp,2.700.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,849 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Karanganyar,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,"MACBOOK AIR 2017 CORE i5 RAM 8GB SSD 1TB 13 INCHI OS MONTEREY GARANSI
Rp
2.700.000
4.7
849 Terjual
Kab. Karanganyar",https://shopee.co.id/MACBOOK-AIR-2017-CORE-i5-RAM-8GB-SSD-1TB-13-INCHI-OS-MONTEREY-GARANSI-i.59799478.17531555432?extraParams=%7B%22display_model_id%22%3A276557601699%2C%22model_selection_logic%22%3A3%7D&sp_atk=90702f9a-5e63-4d8c-b764-87a03c8b466c&xptdk=90702f9a-5e63-4d8c-b764-87a03c8b466c
https://down-id.img.susercontent.com/file/id-11134207-7ra0s-mbamaoo7ftnde6,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop Lenovo Thinkpad L-Series | L480 L460 L390 L380 | i5 i7 | 16GB - SSD 512GB | Second Bergaransi,Rp,3.090.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,363 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,"Laptop Lenovo Thinkpad L-Series | L480 L460 L390 L380 | i5 i7 | 16GB - SSD 512GB | Second Bergaransi
Rp
3.090.000
4.9
363 Terjual
Jakarta Pusat",https://shopee.co.id/Laptop-Lenovo-Thinkpad-L-Series-L480-L460-L390-L380-i5-i7-16GB-SSD-512GB-Second-Bergaransi-i.174578880.21935818418?extraParams=%7B%22display_model_id%22%3A306010143644%2C%22model_selection_logic%22%3A3%7D&sp_atk=861d016e-c80c-44ba-9a56-405b7b842b37&xptdk=861d016e-c80c-44ba-9a56-405b7b842b37
https://down-id.img.susercontent.com/file/sg-11134201-23020-g4yofpb6g5mvba,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop HP 14 Intel /Amd RAM 8gb HDD 1tb /FREE TAS,Rp,1.590.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.6,203 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-51%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Laptop HP 14 Intel /Amd RAM 8gb HDD 1tb /FREE TAS
Rp
1.590.000
-51%
4.6
203 Terjual
Jakarta Barat",https://shopee.co.id/Laptop-HP-14-Intel-Amd-RAM-8gb-HDD-1tb-FREE-TAS-i.421686648.5890263822?extraParams=%7B%22display_model_id%22%3A75664278409%2C%22model_selection_logic%22%3A3%7D&sp_atk=83a1bcca-46d1-45a0-84d9-36a32b9db274&xptdk=83a1bcca-46d1-45a0-84d9-36a32b9db274
https://down-id.img.susercontent.com/file/id-11134207-8224o-mgrtulp8saha67,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Laptop Chromebook Windows HP Dell Lenovo Asus All series Intel celeron AMD RAM 2/4GB SSD 32GB Super Slim, Ringan",Rp,715.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,203 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Laptop Chromebook Windows HP Dell Lenovo Asus All series Intel celeron AMD RAM 2/4GB SSD 32GB Super Slim, Ringan
Rp
715.000
4.7
203 Terjual
Jakarta Pusat",https://shopee.co.id/Laptop-Chromebook-Windows-HP-Dell-Lenovo-Asus-All-series-Intel-celeron-AMD-RAM-2-4GB-SSD-32GB-Super-Slim-Ringan-i.828697142.25358377563?extraParams=%7B%22display_model_id%22%3A79952054676%2C%22model_selection_logic%22%3A3%7D&sp_atk=9db85b91-f467-48fe-b800-16bd96208790&xptdk=9db85b91-f467-48fe-b800-16bd96208790
https://down-id.img.susercontent.com/file/393ed7a4547691f255c43ff865b2a238,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Samsung Chromebook Ram 4GB OS.CHROMEBOOK SUPER SLIM RINGAN ENTENG,Rp,1.850.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,269 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Samsung Chromebook Ram 4GB OS.CHROMEBOOK SUPER SLIM RINGAN ENTENG
Rp
1.850.000
4.7
269 Terjual
Jakarta Barat",https://shopee.co.id/Samsung-Chromebook-Ram-4GB-OS.CHROMEBOOK-SUPER-SLIM-RINGAN-ENTENG-i.277449743.19002510142?extraParams=%7B%22display_model_id%22%3A79705126173%2C%22model_selection_logic%22%3A3%7D&sp_atk=bffcfeec-c4d0-490a-8c8e-f7f2ec27791f&xptdk=bffcfeec-c4d0-490a-8c8e-f7f2ec27791f
https://down-id.img.susercontent.com/file/id-11134207-23030-aw0u3bblslova0,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,LAPTOP ACER MULUS,Rp,850.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Nias Utara,,,,,"LAPTOP ACER MULUS
Rp
850.000
Kab. Nias Utara",https://shopee.co.id/LAPTOP-ACER-MULUS-i.85931654.22831598524?extraParams=%7B%22display_model_id%22%3A175705525744%2C%22model_selection_logic%22%3A3%7D&sp_atk=33404e35-d1ab-4513-8dd0-9e37570550df&xptdk=33404e35-d1ab-4513-8dd0-9e37570550df
https://down-id.img.susercontent.com/file/id-11134207-82252-mhk8id6hmosi1f,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop HP Probook Elitebook Murah All Series | Intel Core i7 / i5 / i3 / AMD Ryzen | RAM 8/16GB | SSD 128/256GB,Rp,650.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,327 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Laptop HP Probook Elitebook Murah All Series | Intel Core i7 / i5 / i3 / AMD Ryzen | RAM 8/16GB | SSD 128/256GB
Rp
650.000
4.8
327 Terjual
Jakarta Pusat",https://shopee.co.id/Laptop-HP-Probook-Elitebook-Murah-All-Series-Intel-Core-i7-i5-i3-AMD-Ryzen-RAM-8-16GB-SSD-128-256GB-i.828697142.28952933713?extraParams=%7B%22display_model_id%22%3A306741370247%2C%22model_selection_logic%22%3A3%7D&sp_atk=65438ac3-5df6-4014-8340-0456985ef7f6&xptdk=65438ac3-5df6-4014-8340-0456985ef7f6
https://down-id.img.susercontent.com/file/id-11134207-82250-mjjum06wamf978,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop ADVAN Soulmate X 14” IPS FHD AMD 3020e 8GB/128GB Free Windows 11 Original Laptop Notebook Upgradeable,Rp,3.650.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,11 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyuwangi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,"Laptop ADVAN Soulmate X 14” IPS FHD AMD 3020e 8GB/128GB Free Windows 11 Original Laptop Notebook Upgradeable
Rp
3.650.000
5.0
11 Terjual
Kab. Banyuwangi",https://shopee.co.id/Laptop-ADVAN-Soulmate-X-14%E2%80%9D-IPS-FHD-AMD-3020e-8GB-128GB-Free-Windows-11-Original-Laptop-Notebook-Upgradeable-i.19508006.27235394870?extraParams=%7B%22display_model_id%22%3A258982887540%2C%22model_selection_logic%22%3A3%7D&sp_atk=07c6e6fd-4249-4aec-aec9-eee48e3e707a&xptdk=07c6e6fd-4249-4aec-aec9-eee48e3e707a
https://down-id.img.susercontent.com/file/id-11134207-8224v-mhujjhgev4sg45,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Lenovo Thinkpad X280 Core i5 Gen 8 RAM 8GB SSD 256GB Laptop Second Bergaransi,Rp,2.750.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,155 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,"Laptop Lenovo Thinkpad X280 Core i5 Gen 8 RAM 8GB SSD 256GB Laptop Second Bergaransi
Rp
2.750.000
4.9
155 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-Lenovo-Thinkpad-X280-Core-i5-Gen-8-RAM-8GB-SSD-256GB-Laptop-Second-Bergaransi-i.1041928516.23558160212?extraParams=%7B%22display_model_id%22%3A256612805780%2C%22model_selection_logic%22%3A3%7D&sp_atk=52571a2a-02be-4e6f-9224-ca7536688967&xptdk=52571a2a-02be-4e6f-9224-ca7536688967
https://down-id.img.susercontent.com/file/id-11134201-23020-8ta2cn0i5invbd,,Laptop  original Macbook Pro 13 - core i7 - ram 16gb ssd 512gb,Rp,3.750.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,180 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Jepara,Cicilan,,,,"Laptop original Macbook Pro 13 - core i7 - ram 16gb ssd 512gb
Rp
3.750.000
Cicilan
4.9
180 Terjual
Kab. Jepara",https://shopee.co.id/Laptop-original-Macbook-Pro-13-core-i7-ram-16gb-ssd-512gb-i.63330824.5615503825?extraParams=%7B%22display_model_id%22%3A241918808467%2C%22model_selection_logic%22%3A3%7D&sp_atk=c862815c-9f85-4f1f-898c-04b8fa62ddbe&xptdk=c862815c-9f85-4f1f-898c-04b8fa62ddbe
https://down-id.img.susercontent.com/file/id-11134207-82251-mjruuwksjrwm22,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo ThinkPad All Series | Core i7 / i5 / i3 | AMD Ryzen | RAM 8/16GB | SSD 128/256GB,Rp,2.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.6,3RB+ Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,"Lenovo ThinkPad All Series | Core i7 / i5 / i3 | AMD Ryzen | RAM 8/16GB | SSD 128/256GB
Rp
2.500.000
4.6
3RB+ Terjual
Jakarta Timur",https://shopee.co.id/Lenovo-ThinkPad-All-Series-Core-i7-i5-i3-AMD-Ryzen-RAM-8-16GB-SSD-128-256GB-i.26647239.22816370913?extraParams=%7B%22display_model_id%22%3A325794360257%2C%22model_selection_logic%22%3A3%7D&sp_atk=e0cf0d97-4a65-4136-9586-38c16f93aae6&xptdk=e0cf0d97-4a65-4136-9586-38c16f93aae6
https://down-id.img.susercontent.com/file/id-11134207-7rbk1-m6oyobb4f5e1a4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO Hype 1 Laptop Intel N4020 RAM8GB SSD256GB 14'' HD Windows 11,Rp,3.699.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,82 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,,"AXIOO Hype 1 Laptop Intel N4020 RAM8GB SSD256GB 14'' HD Windows 11
Rp
3.699.000
5.0
82 Terjual
Jakarta Pusat",https://shopee.co.id/AXIOO-Hype-1-Laptop-Intel-N4020-RAM8GB-SSD256GB-14''-HD-Windows-11-i.32829345.28027557461?extraParams=%7B%22display_model_id%22%3A237426229007%2C%22model_selection_logic%22%3A3%7D&sp_atk=fc13a151-58d1-4c21-a7ce-d86f293a059b&xptdk=fc13a151-58d1-4c21-a7ce-d86f293a059b
https://down-id.img.susercontent.com/file/id-11134207-822wh-mncmghmutgqp89,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop Lenovo Gaming Core i5 / i7 Ram 8GB SSD 256GB + Full Bonus Original Murah Bergaransi,Rp,1.895.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,3RB+ Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-16%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Laptop Lenovo Gaming Core i5 / i7 Ram 8GB SSD 256GB + Full Bonus Original Murah Bergaransi
Rp
1.895.000
-16%
Cicilan
4.9
3RB+ Terjual
Bandung",https://shopee.co.id/Laptop-Lenovo-Gaming-Core-i5-i7-Ram-8GB-SSD-256GB-Full-Bonus-Original-Murah-Bergaransi-i.205412005.7585468124?extraParams=%7B%22display_model_id%22%3A291655069939%2C%22model_selection_logic%22%3A3%7D&sp_atk=16adfddb-f708-4976-89ab-85c37f740c48&xptdk=16adfddb-f708-4976-89ab-85c37f740c48
https://down-id.img.susercontent.com/file/id-11134207-7r98y-lwgpka2b5vnuaa,https://down-id.img.susercontent.com/file/id-11134258-7ra0q-mbesqwmkb0gu9c,"Laptop Samsung 275E, Amd E1-1500, Ram 4/500Gb, White",Rp,1.300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Laptop Samsung 275E, Amd E1-1500, Ram 4/500Gb, White
Rp
1.300.000
5.0
4 Terjual
Jakarta Barat",https://shopee.co.id/Laptop-Samsung-275E-Amd-E1-1500-Ram-4-500Gb-White-i.218475243.25464619943?extraParams=%7B%22display_model_id%22%3A255359188170%2C%22model_selection_logic%22%3A3%7D&sp_atk=5feb2332-ab2b-4ac7-8153-e6d57b735d06&xptdk=5feb2332-ab2b-4ac7-8153-e6d57b735d06
https://down-id.img.susercontent.com/file/id-11134207-7qul2-lj6tu0f2vsny1d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP TOUCHSCREEN HP PROBOK 11G2 COR i3 GEN 6 8GB/256GB,Rp,1.790.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,,"LAPTOP TOUCHSCREEN HP PROBOK 11G2 COR i3 GEN 6 8GB/256GB
Rp
1.790.000
5.0
1 Terjual
Jakarta Barat",https://shopee.co.id/LAPTOP-TOUCHSCREEN-HP-PROBOK-11G2-COR-i3-GEN-6-8GB-256GB-i.4152980.22448099363?extraParams=%7B%22display_model_id%22%3A165986846356%2C%22model_selection_logic%22%3A3%7D&sp_atk=645fc4c3-45e5-410d-8d2f-5c53827092a0&xptdk=645fc4c3-45e5-410d-8d2f-5c53827092a0
