-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,text-xs/sp14_2,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,inline-block,w-auto,text-white,text-shopee-primary,pointer-events-none_3,img_2,truncate,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-8224w-mhwm1lracflv92,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia e66 second original,Rp,295.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyuwangi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia e66 second original
Rp
295.000
5.0
1 Terjual
< 2 Hari
Kab. Banyuwangi",https://shopee.co.id/Nokia-e66-second-original-i.193551914.55152681568?extraParams=%7B%22display_model_id%22%3A282232779026%2C%22model_selection_logic%22%3A3%7D&sp_atk=84482c6b-5ed4-4843-9d0c-127fa838cf1f&xptdk=84482c6b-5ed4-4843-9d0c-127fa838cf1f
https://down-id.img.susercontent.com/file/id-11134207-8224r-mjgcost53ldwb4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia E71 lumayan Mulus langka jadul Minus Registrasi Sim cek deskripsi,Rp,85.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,12 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Jember,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia E71 lumayan Mulus langka jadul Minus Registrasi Sim cek deskripsi
Rp
85.000
5.0
12 Terjual
2-3 Hari
Kab. Jember",https://shopee.co.id/Nokia-E71-lumayan-Mulus-langka-jadul-Minus-Registrasi-Sim-cek-deskripsi-i.602130732.19061972263?extraParams=%7B%22display_model_id%22%3A230252926760%2C%22model_selection_logic%22%3A3%7D&sp_atk=e628f9e8-2ea2-4013-a3df-482486659700&xptdk=e628f9e8-2ea2-4013-a3df-482486659700
https://down-id.img.susercontent.com/file/6fb44d11b78b43b73fc75dc734e96ac5,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,nokia second 105 duos normal siap pakai,Rp,80.000,4.7,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,26 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kudus,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
nokia second 105 duos normal siap pakai
Rp
80.000
4.7
26 Terjual
3-6 Hari
Kab. Kudus",https://shopee.co.id/nokia-second-105-duos-normal-siap-pakai-i.216463510.22100332719?extraParams=%7B%22display_model_id%22%3A212750698611%2C%22model_selection_logic%22%3A3%7D&sp_atk=88ed60a5-ba3f-427c-a819-3569aafad293&xptdk=88ed60a5-ba3f-427c-a819-3569aafad293
https://down-id.img.susercontent.com/file/id-11134207-7r991-lzt4x7ffbmp913,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia Jadul Normal Siap Pakai Scond Termurah,Rp,50.000,3.7,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,72 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia Jadul Normal Siap Pakai Scond Termurah
Rp
50.000
3.7
72 Terjual
Besok
Kab. Cirebon",https://shopee.co.id/Nokia-Jadul-Normal-Siap-Pakai-Scond-Termurah-i.515996825.24835692705?extraParams=%7B%22display_model_id%22%3A233188366521%2C%22model_selection_logic%22%3A2%7D&sp_atk=f0ce4a15-4ef5-4de6-8c6b-51f9ef5a48fa&xptdk=f0ce4a15-4ef5-4de6-8c6b-51f9ef5a48fa
https://down-id.img.susercontent.com/file/id-11134207-7rasm-m4zl2flnt1w36d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 6630 original second original normal siap pakai,Rp,395.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyuwangi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Scrape to BigSeller
Nokia 6630 original second original normal siap pakai
Rp
395.000
1 Terjual
< 2 Hari
Kab. Banyuwangi",https://shopee.co.id/Nokia-6630-original-second-original-normal-siap-pakai-i.193551914.26673451338?extraParams=%7B%22display_model_id%22%3A79860098828%2C%22model_selection_logic%22%3A3%7D&sp_atk=d886594e-c875-447f-9eb6-1b15183d50b5&xptdk=d886594e-c875-447f-9eb6-1b15183d50b5
https://down-id.img.susercontent.com/file/id-11134207-7rbk9-maeztuttmk6s79,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia Jadul 105 bekas,Rp,80.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyuwangi,,,,,,,,"Scrape to BigSeller
Nokia Jadul 105 bekas
Rp
80.000
3-6 Hari
Kab. Banyuwangi",https://shopee.co.id/Nokia-Jadul-105-bekas-i.782593368.40752822328?extraParams=%7B%22display_model_id%22%3A177193481967%2C%22model_selection_logic%22%3A3%7D&sp_atk=c6b6c028-5dd6-45fa-adfd-052111a2627b&xptdk=c6b6c028-5dd6-45fa-adfd-052111a2627b
https://down-id.img.susercontent.com/file/c067127970299aaddfbbae1431cac4ae,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Nokia 5 Minus,Rp,250.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cilacap,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Scrape to BigSeller
Nokia 5 Minus
Rp
250.000
Besok
Kab. Cilacap",https://shopee.co.id/Nokia-5-Minus-i.174524797.7662282385?extraParams=%7B%22display_model_id%22%3A71777219234%2C%22model_selection_logic%22%3A3%7D&sp_atk=729bcf51-a65d-47b6-b18d-ade5da9f5cea&xptdk=729bcf51-a65d-47b6-b18d-ade5da9f5cea
https://down-id.img.susercontent.com/file/259c70fc068d5b5fccd58f27fd0aaf43,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 6300 n70 7610 6680 6303 x3 00 6600 second original hape jadul grade AAA,Rp,295.000,3.7,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,39 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyuwangi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 6300 n70 7610 6680 6303 x3 00 6600 second original hape jadul grade AAA
Rp
295.000
3.7
39 Terjual
< 2 Hari
Kab. Banyuwangi",https://shopee.co.id/Nokia-6300-n70-7610-6680-6303-x3-00-6600-second-original-hape-jadul-grade-AAA-i.193551914.7161083990?extraParams=%7B%22display_model_id%22%3A34231487568%2C%22model_selection_logic%22%3A3%7D&sp_atk=9bf02596-72ce-4d03-beb8-389a0bfbbc9c&xptdk=9bf02596-72ce-4d03-beb8-389a0bfbbc9c
https://down-id.img.susercontent.com/file/sg-11134201-7rbls-lov8k48qr2o6f9,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia 215 Dual Sim Suport Memory Siap Pakai Ponsel Second Support All Operator Ponsel Bekas Pakai,Rp,75.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 215 Dual Sim Suport Memory Siap Pakai Ponsel Second Support All Operator Ponsel Bekas Pakai
Rp
75.000
5.0
3 Terjual
3-6 Hari
Kab. Cirebon",https://shopee.co.id/Nokia-215-Dual-Sim-Suport-Memory-Siap-Pakai-Ponsel-Second-Support-All-Operator-Ponsel-Bekas-Pakai-i.1048231247.22462146001?extraParams=%7B%22display_model_id%22%3A49510353655%2C%22model_selection_logic%22%3A3%7D&sp_atk=dc29ebba-65a9-4fd4-b44e-cee99279e26d&xptdk=dc29ebba-65a9-4fd4-b44e-cee99279e26d
https://down-id.img.susercontent.com/file/id-11134207-7r991-lukxvg444gr4e3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,NOKIA 220 DUAL SIM M3 SCOND,Rp,55.000,4.2,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,64 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
NOKIA 220 DUAL SIM M3 SCOND
Rp
55.000
4.2
64 Terjual
3-6 Hari
Kab. Cirebon",https://shopee.co.id/NOKIA-220-DUAL-SIM-M3-SCOND-i.972364800.23234241944?extraParams=%7B%22display_model_id%22%3A231316315118%2C%22model_selection_logic%22%3A3%7D&sp_atk=26241365-d701-4848-8fd9-8dd123331f2b&xptdk=26241365-d701-4848-8fd9-8dd123331f2b
https://down-id.img.susercontent.com/file/id-11134207-7rbkb-m9snzlg4mrylb2,,Nokia C3 2/16 GB Garansi Resmi Indonesia Second Bekas Original,Rp,575.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Scrape to BigSeller
Nokia C3 2/16 GB Garansi Resmi Indonesia Second Bekas Original
Rp
575.000
1 Terjual
Besok
Jakarta Utara",https://shopee.co.id/Nokia-C3-2-16-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.515774005.29286617989?extraParams=%7B%22display_model_id%22%3A167180410585%2C%22model_selection_logic%22%3A3%7D&sp_atk=59fe41d0-83e2-4bd2-b4c6-f13dca53680f&xptdk=59fe41d0-83e2-4bd2-b4c6-f13dca53680f
https://down-id.img.susercontent.com/file/id-11134207-8224v-mgf15bktjojxa4,https://down-id.img.susercontent.com/file/id-11134258-7ra0q-mbesqwmkb0gu9c,Nokia model ta-1017 second normal kartu kebaca memory card kebaca,Rp,45.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,,,,"Scrape to BigSeller
Nokia model ta-1017 second normal kartu kebaca memory card kebaca
Rp
45.000
2-3 Hari
Bandung",https://shopee.co.id/Nokia-model-ta-1017-second-normal-kartu-kebaca-memory-card-kebaca-i.1390122266.41670455104?extraParams=%7B%22display_model_id%22%3A267254576477%2C%22model_selection_logic%22%3A2%7D&sp_atk=b1276bd3-68bb-4bf8-9c7f-c84ea424ead6&xptdk=b1276bd3-68bb-4bf8-9c7f-c84ea424ead6
https://down-id.img.susercontent.com/file/id-11134207-7r98o-lkwkbwke7wz87a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 105 2016/105 Old Second Bahasa Indonesia Bisa COD,Rp,70.000,4.8,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,244 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Majalengka,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 105 2016/105 Old Second Bahasa Indonesia Bisa COD
Rp
70.000
4.8
244 Terjual
2-3 Hari
Kab. Majalengka",https://shopee.co.id/Nokia-105-2016-105-Old-Second-Bahasa-Indonesia-Bisa-COD-i.30461992.1936592001?extraParams=%7B%22display_model_id%22%3A87055066274%2C%22model_selection_logic%22%3A3%7D&sp_atk=203c5942-d974-4900-90d3-30feb83fd28c&xptdk=203c5942-d974-4900-90d3-30feb83fd28c
https://down-id.img.susercontent.com/file/9a8de870b1961e0d789adcb61a7d83e8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,⭐⭐⭐⭐⭐ kualitas terbaik Nokia 105 murah second original bonus cas bonus buble wrap packing,Rp,58.000,4.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,190 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyuwangi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
⭐⭐⭐⭐⭐ kualitas terbaik Nokia 105 murah second original bonus cas bonus buble wrap packing
Rp
58.000
4.0
190 Terjual
< 2 Hari
Kab. Banyuwangi",https://shopee.co.id/%E2%AD%90%E2%AD%90%E2%AD%90%E2%AD%90%E2%AD%90-kualitas-terbaik-Nokia-105-murah-second-original-bonus-cas-bonus-buble-wrap-packing-i.193551914.9402671949?extraParams=%7B%22display_model_id%22%3A123943648290%2C%22model_selection_logic%22%3A3%7D&sp_atk=6fb652c9-ac92-49c6-b547-102beb821fd1&xptdk=6fb652c9-ac92-49c6-b547-102beb821fd1
https://down-id.img.susercontent.com/file/sg-11134201-22120-sirx2btkuukv85,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Nokia second ori  216/150  normal murah siap pakai,Rp,120.000,4.6,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,39 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kudus,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia second ori 216/150 normal murah siap pakai
Rp
120.000
4.6
39 Terjual
3-6 Hari
Kab. Kudus",https://shopee.co.id/Nokia-second-ori-216-150-normal-murah-siap-pakai-i.216463510.15653057450?extraParams=%7B%22display_model_id%22%3A152485421014%2C%22model_selection_logic%22%3A3%7D&sp_atk=a0e7e2e6-2ec5-484d-8cdd-e725184e1546&xptdk=a0e7e2e6-2ec5-484d-8cdd-e725184e1546
https://down-id.img.susercontent.com/file/id-11134207-7r992-ls64x2totg0608,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HP NOKIA BEKAS NORMAL,Rp,53.000,4.7,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,18 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Demak,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
HP NOKIA BEKAS NORMAL
Rp
53.000
4.7
18 Terjual
2-5 Hari
Kab. Demak",https://shopee.co.id/HP-NOKIA-BEKAS-NORMAL-i.773461372.21884150044?extraParams=%7B%22display_model_id%22%3A207331245723%2C%22model_selection_logic%22%3A2%7D&sp_atk=3eae6787-0e93-4b6f-b144-e23370720487&xptdk=3eae6787-0e93-4b6f-b144-e23370720487
https://down-id.img.susercontent.com/file/id-11134207-822wo-mmywds7lbo5k2e,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia 105 DS TA-1034  Siap Pakai Ponsel Second Support All Operator Ponsel Bekas Pakai,Rp,63.000,4.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,27 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 105 DS TA-1034 Siap Pakai Ponsel Second Support All Operator Ponsel Bekas Pakai
Rp
63.000
4.0
27 Terjual
3-6 Hari
Kab. Cirebon",https://shopee.co.id/Nokia-105-DS-TA-1034-Siap-Pakai-Ponsel-Second-Support-All-Operator-Ponsel-Bekas-Pakai-i.1048231247.19791626792?extraParams=%7B%22display_model_id%22%3A184489525885%2C%22model_selection_logic%22%3A3%7D&sp_atk=bf5eff96-78c0-471d-a060-41b9a5dd54f5&xptdk=bf5eff96-78c0-471d-a060-41b9a5dd54f5
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m8yc9ugn31n5f4,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Nokia 5.4 Ram 6GB Rom 64GB (Second),Rp,1.124.111,3.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Cashback 99%,-6%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 5.4 Ram 6GB Rom 64GB (Second)
Rp
1.124.111
-6%
Cashback 99%
3.0
2 Terjual
3 jam
Surabaya",https://shopee.co.id/Nokia-5.4-Ram-6GB-Rom-64GB-(Second)-i.288677122.26535272552?extraParams=%7B%22display_model_id%22%3A253322942338%2C%22model_selection_logic%22%3A3%7D&sp_atk=b119680d-5c52-4d14-9134-a4852f75a06f&xptdk=b119680d-5c52-4d14-9134-a4852f75a06f
https://down-id.img.susercontent.com/file/55525983956116611741a75fdf21ee85,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,⭐⭐⭐⭐⭐Unit Nokia 1200/1209/1208 /1280 /1202/1616/100/105 second original,Rp,65.000,4.1,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,264 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyuwangi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
⭐⭐⭐⭐⭐Unit Nokia 1200/1209/1208 /1280 /1202/1616/100/105 second original
Rp
65.000
4.1
264 Terjual
< 2 Hari
Kab. Banyuwangi",https://shopee.co.id/%E2%AD%90%E2%AD%90%E2%AD%90%E2%AD%90%E2%AD%90Unit-Nokia-1200-1209-1208-1280-1202-1616-100-105-second-original-i.193551914.5453729351?extraParams=%7B%22display_model_id%22%3A64027139922%2C%22model_selection_logic%22%3A3%7D&sp_atk=f1343e1f-4a6c-4a01-b6be-69c88d63e236&xptdk=f1343e1f-4a6c-4a01-b6be-69c88d63e236
https://down-id.img.susercontent.com/file/97e0afa75f1a10dbd8d17efecfd5ad1c,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Hp Jadul Nokia N73 / Nokia N73 Bekas Layak Pakai,Rp,349.000,4.1,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,42 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bandung Barat,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Hp Jadul Nokia N73 / Nokia N73 Bekas Layak Pakai
Rp
349.000
4.1
42 Terjual
2-3 Hari
Kab. Bandung Barat",https://shopee.co.id/Hp-Jadul-Nokia-N73-Nokia-N73-Bekas-Layak-Pakai-i.451318957.11517896632?extraParams=%7B%22display_model_id%22%3A142409082683%2C%22model_selection_logic%22%3A3%7D&sp_atk=436fc787-a50f-4e27-9309-d34815b0482c&xptdk=436fc787-a50f-4e27-9309-d34815b0482c
https://down-id.img.susercontent.com/file/id-11134207-822wt-mld1ydcp38r33d,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,HANDPHONE NOKIA 108 SECOND,Rp,74.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,,"Scrape to BigSeller
HANDPHONE NOKIA 108 SECOND
Rp
74.000
-1%
3 Terjual
4-7 Hari
Kab. Cirebon",https://shopee.co.id/HANDPHONE-NOKIA-108-SECOND-i.1686825484.45652294173?extraParams=%7B%22display_model_id%22%3A325220575495%2C%22model_selection_logic%22%3A3%7D&sp_atk=1ed8ebbd-1573-4341-a232-62b4ab7cbe51&xptdk=1ed8ebbd-1573-4341-a232-62b4ab7cbe51
