-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,inline-block,text-white,img,text-xs/sp14_2,w-auto,text-ellipsis,text-shopee-primary,truncate,pointer-events-none_3,_container,_container_link,text-xs,img_2,text-xs_2
https://down-id.img.susercontent.com/file/id-11134207-82252-mkdd7b6rvxtx48,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ITEL p700 8/128 | 2ND - GARANSI RESMI,Rp,1.550.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Hari Ini 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Hari Ini 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"ITEL p700 8/128 | 2ND - GARANSI RESMI
Rp
1.550.000
Hari Ini 12:00
Surabaya",https://shopee.co.id/ITEL-p700-8-128-2ND-GARANSI-RESMI-i.1079235380.57705886931?extraParams=%7B%22display_model_id%22%3A435531873559%2C%22model_selection_logic%22%3A3%7D&sp_atk=ca44ee67-c590-43be-a033-0152756a8a4d&xptdk=ca44ee67-c590-43be-a033-0152756a8a4d,,,
https://down-id.img.susercontent.com/file/sg-11134201-825zt-mlhj2whid3bcbb,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Itel A90 Ram 4/64GB | Ram 4/128GB | Ram 4/256GB Second Pusat Gadget,Rp,1.299.111,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Hari Ini 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Cashback 99%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,-13%,,,"Itel A90 Ram 4/64GB | Ram 4/128GB | Ram 4/256GB Second Pusat Gadget
Rp
1.299.111
-13%
Cashback 99%
Hari Ini 12:00
Surabaya",https://shopee.co.id/Itel-A90-Ram-4-64GB-Ram-4-128GB-Ram-4-256GB-Second-Pusat-Gadget-i.1474904896.55206852608?extraParams=%7B%22display_model_id%22%3A400613273070%2C%22model_selection_logic%22%3A3%7D&sp_atk=526c4bb9-48b8-436d-93e0-4c734341b17d&xptdk=526c4bb9-48b8-436d-93e0-4c734341b17d,,,
https://down-id.img.susercontent.com/file/id-11134207-81ztg-me5femiks5qd7a,,INFINIX ITEL S23 [8+8/256] & [8+8/128] SECOND ORIGINAL | GARANSI RESMI,Rp,1.250.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,9 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bojonegoro,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.2,,,,,,"INFINIX ITEL S23 [8+8/256] & [8+8/128] SECOND ORIGINAL | GARANSI RESMI
Rp
1.250.000
4.2
9 Terjual
1-3 Hari
Kab. Bojonegoro",https://shopee.co.id/INFINIX-ITEL-S23-8-8-256-8-8-128-SECOND-ORIGINAL-GARANSI-RESMI-i.105956816.29440413342?extraParams=%7B%22display_model_id%22%3A340512324848%2C%22model_selection_logic%22%3A3%7D&sp_atk=70734eb1-c14a-4f18-a251-ba2a10ebd630&xptdk=70734eb1-c14a-4f18-a251-ba2a10ebd630,,,
https://down-id.img.susercontent.com/file/id-11134207-7rasb-m51hmuxd1uotfd,,Itel RS4 8/128 | 8/256 GB Garansi Resmi Indonesia Second Bekas Original,Rp,1.790.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,< 2 Hari,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"Itel RS4 8/128 | 8/256 GB Garansi Resmi Indonesia Second Bekas Original
Rp
1.790.000
5.0
10 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Itel-RS4-8-128-8-256-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.304735900.28173588426?extraParams=%7B%22display_model_id%22%3A272409300072%2C%22model_selection_logic%22%3A3%7D&sp_atk=afcee18d-ed1f-409e-bfe8-732ec15877c3&xptdk=afcee18d-ed1f-409e-bfe8-732ec15877c3,10 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,
https://down-id.img.susercontent.com/file/sg-11134201-821g2-mh92mrnsbw961e,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,iTel S25 Ram 8GB Rom 128GB ( Second ),Rp,1.580.999,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Cashback 99%,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,-17%,,,"iTel S25 Ram 8GB Rom 128GB ( Second )
Rp
1.580.999
-17%
Cashback 99%
1 Terjual
Besok 12:00
Surabaya",https://shopee.co.id/iTel-S25-Ram-8GB-Rom-128GB-(-Second-)-i.288677122.52401731986?extraParams=%7B%22display_model_id%22%3A425159470019%2C%22model_selection_logic%22%3A3%7D&sp_atk=e93a3af6-3b9c-4b64-9de4-351b6454750a&xptdk=e93a3af6-3b9c-4b64-9de4-351b6454750a,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,
https://down-id.img.susercontent.com/file/id-11134207-7ra0m-mca2qeenwl8ba4,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Itel RS4 8/256GB Second Fullset Bergaransi,Rp,1.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,,,,,,,,,,"Itel RS4 8/256GB Second Fullset Bergaransi
Rp
1.500.000
3-5 Hari
Jakarta Selatan",https://shopee.co.id/Itel-RS4-8-256GB-Second-Fullset-Bergaransi-i.1577265439.28238744538?extraParams=%7B%22display_model_id%22%3A285737935049%2C%22model_selection_logic%22%3A3%7D&sp_atk=a17dd9fa-8848-4e8c-99e5-be334348c9c9&xptdk=a17dd9fa-8848-4e8c-99e5-be334348c9c9,3-5 Hari,,
https://down-id.img.susercontent.com/file/id-11134207-822wl-mncg0aefl2pt7d,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,ITEL S23 SECOND 8/256 & 8/128GB HP SECOND HP SEKEN HP BEKAS HP MURAH,Rp,1.350.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,< 2 Hari,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"ITEL S23 SECOND 8/256 & 8/128GB HP SECOND HP SEKEN HP BEKAS HP MURAH
Rp
1.350.000
5.0
1 Terjual
< 2 Hari
Kab. Bogor",https://shopee.co.id/ITEL-S23-SECOND-8-256-8-128GB-HP-SECOND-HP-SEKEN-HP-BEKAS-HP-MURAH-i.119246735.47202123863?extraParams=%7B%22display_model_id%22%3A345821186724%2C%22model_selection_logic%22%3A3%7D&sp_atk=07e4eba4-d611-4720-b637-864c005e6a0f&xptdk=07e4eba4-d611-4720-b637-864c005e6a0f,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,
https://down-id.img.susercontent.com/file/id-11134207-822wn-mn9ss5cssn4648,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ITEL S25 8/128GB SECOND FULSET,Rp,1.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"ITEL S25 8/128GB SECOND FULSET
Rp
1.500.000
< 2 Hari
Bekasi",https://shopee.co.id/ITEL-S25-8-128GB-SECOND-FULSET-i.1607684217.51059327318?extraParams=%7B%22display_model_id%22%3A335824761852%2C%22model_selection_logic%22%3A3%7D&sp_atk=a1ef2eeb-efd2-4241-9e82-db6fe737bec4&xptdk=a1ef2eeb-efd2-4241-9e82-db6fe737bec4,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,
https://down-id.img.susercontent.com/file/id-11134207-81ztc-me1alhejaygx79,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Itel A60s 4/64 GB RAM 4 ROM 64 GB Second Bekas Pakai Resmi Indonesia (Baca Deskripsi),Rp,675.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"Itel A60s 4/64 GB RAM 4 ROM 64 GB Second Bekas Pakai Resmi Indonesia (Baca Deskripsi)
Rp
675.000
< 2 Hari
Jakarta Utara",https://shopee.co.id/Itel-A60s-4-64-GB-RAM-4-ROM-64-GB-Second-Bekas-Pakai-Resmi-Indonesia-(Baca-Deskripsi)-i.1489005931.42066108613?extraParams=%7B%22display_model_id%22%3A271326908311%2C%22model_selection_logic%22%3A3%7D&sp_atk=e8ce890f-1609-409f-a8d4-275b4282267d&xptdk=e8ce890f-1609-409f-a8d4-275b4282267d,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,
https://down-id.img.susercontent.com/file/id-11134207-822wo-mmo9hsgwly4lba,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,iTel P55 5G Ram 6 Rom 128GB Second Pusat Gadget,Rp,1.499.111,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Cashback 99%,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,-21%,,,"iTel P55 5G Ram 6 Rom 128GB Second Pusat Gadget
Rp
1.499.111
-21%
Cashback 99%
Hari Ini 12:00
Surabaya",https://shopee.co.id/iTel-P55-5G-Ram-6-Rom-128GB-Second-Pusat-Gadget-i.1474904896.48955750523?extraParams=%7B%22display_model_id%22%3A415757655782%2C%22model_selection_logic%22%3A3%7D&sp_atk=c8c330ee-ee08-4c09-8cf0-bc1401ed710f&xptdk=c8c330ee-ee08-4c09-8cf0-bc1401ed710f,Hari Ini 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,
https://down-id.img.susercontent.com/file/id-11134207-8224y-ml4pc5926juz47,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ITEL A70 4/256 SECOND FULLSET ORIGINAL GARANSI RESMI,Rp,1.222.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Gresik,,Besok 12:00,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,-6%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"ITEL A70 4/256 SECOND FULLSET ORIGINAL GARANSI RESMI
Rp
1.222.000
-6%
Besok 12:00
Kab. Gresik",https://shopee.co.id/ITEL-A70-4-256-SECOND-FULLSET-ORIGINAL-GARANSI-RESMI-i.1326405452.43378873865?extraParams=%7B%22display_model_id%22%3A345579108995%2C%22model_selection_logic%22%3A3%7D&sp_atk=ca6e27dd-561b-43b6-a8c2-a1b6070906bc&xptdk=ca6e27dd-561b-43b6-a8c2-a1b6070906bc,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,
https://down-id.img.susercontent.com/file/sg-11134201-7ren7-m894ffnq34qo6c,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,iTel S25 Ram 8 Rom 128GB Second Original,Rp,1.599.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Hari Ini 12:00,,4.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"iTel S25 Ram 8 Rom 128GB Second Original
Rp
1.599.000
4.0
4 Terjual
Hari Ini 12:00
Surabaya",https://shopee.co.id/iTel-S25-Ram-8-Rom-128GB-Second-Original-i.358338280.28232252349?extraParams=%7B%22display_model_id%22%3A315140948239%2C%22model_selection_logic%22%3A3%7D&sp_atk=898d59ca-68fa-45fa-a1d2-f93e11cff922&xptdk=898d59ca-68fa-45fa-a1d2-f93e11cff922,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,
https://down-id.img.susercontent.com/file/id-11134207-7rbk1-m6dg0pkf4hyg6d,,Itel A50 3/64 GB Garansi Resmi Indonesia Second Bekas Original,Rp,975.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,< 2 Hari,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"Itel A50 3/64 GB Garansi Resmi Indonesia Second Bekas Original
Rp
975.000
5.0
1 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Itel-A50-3-64-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.515774005.28126519659?extraParams=%7B%22display_model_id%22%3A195795416525%2C%22model_selection_logic%22%3A3%7D&sp_atk=f12cc5af-451e-49bd-a896-e31443227dfd&xptdk=f12cc5af-451e-49bd-a896-e31443227dfd,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,
https://down-id.img.susercontent.com/file/id-11134207-822ws-mlx4q995gxs0fc,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Itel City 100 6/128 8/128 GB Garansi Resmi Indonesia Second,Rp,1.445.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Purwakarta,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,5.0,,,,Cicilan,,"Itel City 100 6/128 8/128 GB Garansi Resmi Indonesia Second
Rp
1.445.000
Cicilan
5.0
9 Terjual
2-4 Hari
Kab. Purwakarta",https://shopee.co.id/Itel-City-100-6-128-8-128-GB-Garansi-Resmi-Indonesia-Second-i.42718474.14400207459?extraParams=%7B%22display_model_id%22%3A286639614833%2C%22model_selection_logic%22%3A3%7D&sp_atk=f9585976-06bf-4f97-be5c-fe811e2ea050&xptdk=f9585976-06bf-4f97-be5c-fe811e2ea050,9 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,
https://down-id.img.susercontent.com/file/id-11134207-7rbkb-m8hbw2oafrblc6,,Itel S23+ Plus 8/256 GB Garansi Resmi Indonesia Second Bekas Original,Rp,1.675.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,< 2 Hari,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"Itel S23+ Plus 8/256 GB Garansi Resmi Indonesia Second Bekas Original
Rp
1.675.000
5.0
6 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Itel-S23-Plus-8-256-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.515774005.27583130637?extraParams=%7B%22display_model_id%22%3A258157527031%2C%22model_selection_logic%22%3A3%7D&sp_atk=acac4689-3471-4376-a56b-ee7c84298b90&xptdk=acac4689-3471-4376-a56b-ee7c84298b90,6 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,
https://down-id.img.susercontent.com/file/id-11134207-822wi-mn9mswel883lee,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ITEL A100C 4/64GB HP BEKAS SECOND FULLSET,Rp,1.245.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"ITEL A100C 4/64GB HP BEKAS SECOND FULLSET
Rp
1.245.000
< 2 Hari
Jakarta Selatan",https://shopee.co.id/ITEL-A100C-4-64GB-HP-BEKAS-SECOND-FULLSET-i.11253738.57859148837?extraParams=%7B%22display_model_id%22%3A385810677698%2C%22model_selection_logic%22%3A3%7D&sp_atk=ae66d36d-d243-48d0-b430-6508da47b083&xptdk=ae66d36d-d243-48d0-b430-6508da47b083,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,
https://down-id.img.susercontent.com/file/id-11134207-822wi-mn340r2p7gg6ba,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Itel RS4 8/128Gb Second Fulset,Rp,1.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"Itel RS4 8/128Gb Second Fulset
Rp
1.500.000
< 2 Hari
Bekasi",https://shopee.co.id/Itel-RS4-8-128Gb-Second-Fulset-i.1659065854.47608921295?extraParams=%7B%22display_model_id%22%3A272540469819%2C%22model_selection_logic%22%3A3%7D&sp_atk=0dd19827-f96d-4183-a983-51d116cc201d&xptdk=0dd19827-f96d-4183-a983-51d116cc201d,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,
https://down-id.img.susercontent.com/file/id-11134207-822wu-mn9pdu7yuyh44f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ITEL A100C 4/64GB HANDPHONE SECOND BEKAS FULLSET,Rp,1.235.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"ITEL A100C 4/64GB HANDPHONE SECOND BEKAS FULLSET
Rp
1.235.000
< 2 Hari
Jakarta Selatan",https://shopee.co.id/ITEL-A100C-4-64GB-HANDPHONE-SECOND-BEKAS-FULLSET-i.1687434367.50109148084?extraParams=%7B%22display_model_id%22%3A292552918026%2C%22model_selection_logic%22%3A3%7D&sp_atk=f1d64a29-3982-4265-98b7-64a86fb67bfb&xptdk=f1d64a29-3982-4265-98b7-64a86fb67bfb,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,
https://down-id.img.susercontent.com/file/id-11134207-8224x-mjtsxjx4b5dt45,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,iTel S25 Ram 8 Rom 128GB Second Resmi Gadget Style Store,Rp,1.556.824,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Hari Ini 12:00,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,-38%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"iTel S25 Ram 8 Rom 128GB Second Resmi Gadget Style Store
Rp
1.556.824
-38%
Hari Ini 12:00
Surabaya",https://shopee.co.id/iTel-S25-Ram-8-Rom-128GB-Second-Resmi-Gadget-Style-Store-i.1544060692.53451790857?extraParams=%7B%22display_model_id%22%3A272178415921%2C%22model_selection_logic%22%3A3%7D&sp_atk=9bd022a3-83f4-4645-8a68-3187952048f0&xptdk=9bd022a3-83f4-4645-8a68-3187952048f0,Hari Ini 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,
