-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,text-shopee-primary,truncate,w-auto,text-white,img,text-xs/sp14_3,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-8224t-mhg0d4zpfzsy40,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR 400 5G 12/512 SECOND SUPER MULUS TERAWAT,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,6.499.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
HONOR 400 5G 12/512 SECOND SUPER MULUS TERAWAT
Rp
6.499.000
3 jam
Kab. Sidoarjo",https://shopee.co.id/HONOR-400-5G-12-512-SECOND-SUPER-MULUS-TERAWAT-i.480452205.40124270941?extraParams=%7B%22display_model_id%22%3A286968725347%2C%22model_selection_logic%22%3A3%7D&sp_atk=9f90afe8-07a7-4be8-84b3-9cd840775b88&xptdk=9f90afe8-07a7-4be8-84b3-9cd840775b88
https://down-id.img.susercontent.com/file/id-11134207-822wo-mm1sea26w3kff7,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X6 C SMART PHONE 6/256 GB 5.300 mAh GARANSI - BATAM,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.099.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Batam,,,,,,,,"Scrape to BigSeller
HONOR X6 C SMART PHONE 6/256 GB 5.300 mAh GARANSI - BATAM
Rp
3.099.000
Batam",https://shopee.co.id/HONOR-X6-C-SMART-PHONE-6-256-GB-5.300-mAh-GARANSI-BATAM-i.1595025209.50007466523?extraParams=%7B%22display_model_id%22%3A320664214966%2C%22model_selection_logic%22%3A3%7D&sp_atk=3750c108-b1a8-407d-a659-681ad42ed982&xptdk=3750c108-b1a8-407d-a659-681ad42ed982
https://down-id.img.susercontent.com/file/id-11134207-822wm-mmpzo0ye0kxx15,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X7d NFC 16GB (8GB+8GB) 512GB - Garansi Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.489.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,-10%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
HONOR X7d NFC 16GB (8GB+8GB) 512GB - Garansi Resmi
Rp
4.489.000
-10%
Besok
Kab. Bogor",https://shopee.co.id/HONOR-X7d-NFC-16GB-(8GB-8GB)-512GB-Garansi-Resmi-i.373573738.45808316648?extraParams=%7B%22display_model_id%22%3A380736911415%2C%22model_selection_logic%22%3A3%7D&sp_atk=b32648ae-976e-42f9-9549-1112b1c35a6c&xptdk=b32648ae-976e-42f9-9549-1112b1c35a6c
https://down-id.img.susercontent.com/file/7f2c58de9c5acbcd25b4205addcf1c3f,,Honor 7A ram 3 rom 32 Garansi Resmi,,Rp,1.900.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,Cicilan,,,,,,"Scrape to BigSeller
Honor 7A ram 3 rom 32 Garansi Resmi
Rp
1.900.000
Cicilan
Jakarta Barat",https://shopee.co.id/Honor-7A-ram-3-rom-32-Garansi-Resmi-i.25309611.1439304897?extraParams=%7B%22display_model_id%22%3A52920503728%2C%22model_selection_logic%22%3A3%7D&sp_atk=dcc044a8-59af-45f4-94a1-351820d859f8&xptdk=dcc044a8-59af-45f4-94a1-351820d859f8
https://down-id.img.susercontent.com/file/sg-11134275-825zx-mmikucwo7abmf4,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Honor X7D [8GB+512GB] - Garansi Resmi 1 Tahun,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,4.079.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,,,,"Scrape to BigSeller
Honor X7D [8GB+512GB] - Garansi Resmi 1 Tahun
Rp
4.079.000
2-3 Hari
Jakarta Utara",https://shopee.co.id/Honor-X7D-8GB-512GB-Garansi-Resmi-1-Tahun-i.1053062682.57108055292?extraParams=%7B%22display_model_id%22%3A380715341510%2C%22model_selection_logic%22%3A3%7D&sp_atk=9409e6c2-15e6-4499-ae29-357977060db8&xptdk=9409e6c2-15e6-4499-ae29-357977060db8
https://down-id.img.susercontent.com/file/id-11134207-8224u-miu3jfq8udja29,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Honor X9C 5G [12GB+256GB] Ultrawide - Garansi Resmi 1 Tahun,,Rp,4.449.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,"Scrape to BigSeller
Honor X9C 5G [12GB+256GB] Ultrawide - Garansi Resmi 1 Tahun
Rp
4.449.000
5.0
3 Terjual
3-6 Hari
Jakarta Utara",https://shopee.co.id/Honor-X9C-5G-12GB-256GB-Ultrawide-Garansi-Resmi-1-Tahun-i.1340378909.40503162170?extraParams=%7B%22display_model_id%22%3A270261292041%2C%22model_selection_logic%22%3A3%7D&sp_atk=f0943eaf-ddc6-45e3-b096-85d542125a61&xptdk=f0943eaf-ddc6-45e3-b096-85d542125a61
https://down-id.img.susercontent.com/file/id-11134207-8224z-mkhf7vy5lnnk13,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Honor magic 5pro,,Rp,7.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Blitar,,,,,,,,"Scrape to BigSeller
Honor magic 5pro
Rp
7.000.000
3-6 Hari
Kab. Blitar",https://shopee.co.id/Honor-magic-5pro-i.192024693.57105969645?extraParams=%7B%22display_model_id%22%3A375542188116%2C%22model_selection_logic%22%3A3%7D&sp_atk=ad434395-5449-43e1-a0e1-f36d98500c0a&xptdk=ad434395-5449-43e1-a0e1-f36d98500c0a
https://down-id.img.susercontent.com/file/839fcd52b34f50ed0583c7ecd9481469,,Honor View 10 6/128GB,,Rp,7.825.000,,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,,Cicilan,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,"Scrape to BigSeller
Honor View 10 6/128GB
Rp
7.825.000
Cicilan
5.0
2 Terjual
Jakarta Selatan",https://shopee.co.id/Honor-View-10-6-128GB-i.158036743.2354599349?extraParams=%7B%22display_model_id%22%3A52624896101%2C%22model_selection_logic%22%3A3%7D&sp_atk=cbd73391-99d2-454c-89eb-cba680a92394&xptdk=cbd73391-99d2-454c-89eb-cba680a92394
https://down-id.img.susercontent.com/file/b9a4bce30c17f0a73115aa80ef2ed541,,honor 8,,Rp,2.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,5-10 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,,,,,,,,"Scrape to BigSeller
honor 8
Rp
2.500.000
5-10 Hari
Medan",https://shopee.co.id/honor-8-i.508585250.15234466539?extraParams=%7B%22display_model_id%22%3A114915669580%2C%22model_selection_logic%22%3A3%7D&sp_atk=73062601-e3bb-47c6-ba9a-0f6f600aed11&xptdk=73062601-e3bb-47c6-ba9a-0f6f600aed11
https://down-id.img.susercontent.com/file/id-11134207-82250-mgew5stxvvv3b7,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,[Like New] Honor 400 Lite 8/256 GB Garansi Resmi Indonesia Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.275.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
[Like New] Honor 400 Lite 8/256 GB Garansi Resmi Indonesia Original
Rp
3.275.000
Besok
Jakarta Utara",https://shopee.co.id/-Like-New-Honor-400-Lite-8-256-GB-Garansi-Resmi-Indonesia-Original-i.1563349780.48650383952?extraParams=%7B%22display_model_id%22%3A395752965164%2C%22model_selection_logic%22%3A3%7D&sp_atk=83f2f459-6140-4aa2-a442-46b9ba518f31&xptdk=83f2f459-6140-4aa2-a442-46b9ba518f31
https://down-id.img.susercontent.com/file/sg-11134275-81zwq-mminl8fipqf670,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Honor X6C 6GB+256GB - Garansi Resmi 1 Tahun,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,2.689.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,,,,"Scrape to BigSeller
Honor X6C 6GB+256GB - Garansi Resmi 1 Tahun
Rp
2.689.000
2-3 Hari
Jakarta Utara",https://shopee.co.id/Honor-X6C-6GB-256GB-Garansi-Resmi-1-Tahun-i.316930488.27194493170?extraParams=%7B%22display_model_id%22%3A375715736649%2C%22model_selection_logic%22%3A3%7D&sp_atk=fb319d69-06ae-4bcf-a6d6-1d489a3a9ac9&xptdk=fb319d69-06ae-4bcf-a6d6-1d489a3a9ac9
https://down-id.img.susercontent.com/file/id-11134207-8224z-mkcan85ropvs5f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR 400 Lite 5G 8/256GB - Garansi Resmi Honor Indonesia,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,"Scrape to BigSeller
HONOR 400 Lite 5G 8/256GB - Garansi Resmi Honor Indonesia
Rp
3.999.000
5.0
1 Terjual
Besok
Bandung",https://shopee.co.id/HONOR-400-Lite-5G-8-256GB-Garansi-Resmi-Honor-Indonesia-i.137299983.55955919746?extraParams=%7B%22display_model_id%22%3A297393979615%2C%22model_selection_logic%22%3A3%7D&sp_atk=de111fc4-c2df-4d54-a98b-0bfa9f52c99e&xptdk=de111fc4-c2df-4d54-a98b-0bfa9f52c99e
https://down-id.img.susercontent.com/file/id-11134207-8224v-mkscijcmdr0jb7,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR MAGIC 6 PRO 5G RESMI BEA CUKAI MULUS FULLSET ORI,,Rp,11.200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
HONOR MAGIC 6 PRO 5G RESMI BEA CUKAI MULUS FULLSET ORI
Rp
11.200.000
Besok
Malang",https://shopee.co.id/HONOR-MAGIC-6-PRO-5G-RESMI-BEA-CUKAI-MULUS-FULLSET-ORI-i.769310724.52802423764?extraParams=%7B%22display_model_id%22%3A345236350622%2C%22model_selection_logic%22%3A3%7D&sp_atk=5d2521f5-31e5-4c48-8873-4146f69aef9d&xptdk=5d2521f5-31e5-4c48-8873-4146f69aef9d
https://down-id.img.susercontent.com/file/id-11134207-82252-ml00uzxrbi838a,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,HONOR 200 PRO LIKE NEW,,Rp,6.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,5-10 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Prabumulih,,,,,,,,"Scrape to BigSeller
HONOR 200 PRO LIKE NEW
Rp
6.000.000
5-10 Hari
Prabumulih",https://shopee.co.id/HONOR-200-PRO-LIKE-NEW-i.27165819.55056316812?extraParams=%7B%22display_model_id%22%3A400571229419%2C%22model_selection_logic%22%3A3%7D&sp_atk=55bc5729-c700-4924-91bc-7573eb655358&xptdk=55bc5729-c700-4924-91bc-7573eb655358
https://down-id.img.susercontent.com/file/sg-11134275-82618-mmikucwy8a9u67,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Honor X6C 6GB+256GB - Garansi Resmi 1 Tahun,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,2.689.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,,,,"Scrape to BigSeller
Honor X6C 6GB+256GB - Garansi Resmi 1 Tahun
Rp
2.689.000
3-6 Hari
Jakarta Utara",https://shopee.co.id/Honor-X6C-6GB-256GB-Garansi-Resmi-1-Tahun-i.993186559.41879674598?extraParams=%7B%22display_model_id%22%3A440715227532%2C%22model_selection_logic%22%3A3%7D&sp_atk=67160a31-230f-4a90-849a-a194bca3cbc9&xptdk=67160a31-230f-4a90-849a-a194bca3cbc9
https://down-id.img.susercontent.com/file/id-11134207-822wl-mmsfkei03oqp1d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"(RESMI) Handphone Honor X6C 6GB/256GB, Baterai 5300 mAh dengan pengisian 35W, chipset gaming yang responsif dengan layar 120 Hz.",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,2.679.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,,,,,,"Scrape to BigSeller
(RESMI) Handphone Honor X6C 6GB/256GB, Baterai 5300 mAh dengan pengisian 35W, chipset gaming yang responsif dengan layar 120 Hz.
Rp
2.679.000
2-3 Hari
Jakarta Pusat",https://shopee.co.id/(RESMI)-Handphone-Honor-X6C-6GB-256GB-Baterai-5300-mAh-dengan-pengisian-35W-chipset-gaming-yang-responsif-dengan-layar-120-Hz.-i.241683399.53958382857?extraParams=%7B%22display_model_id%22%3A425744080830%2C%22model_selection_logic%22%3A3%7D&sp_atk=92251a4e-71c8-402a-a732-99fe0c6fa918&xptdk=92251a4e-71c8-402a-a732-99fe0c6fa918
https://down-id.img.susercontent.com/file/id-11134207-822wj-mlw7tfevk7446c,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HONOR X6c 6+6/256Gb AI Fitur -- Garansi Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.399.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Denpasar,,Grosir,,,,,,"Scrape to BigSeller
HONOR X6c 6+6/256Gb AI Fitur -- Garansi Resmi
Rp
3.399.000
Grosir
1 Terjual
3-4 Hari
Denpasar",https://shopee.co.id/HONOR-X6c-6-6-256Gb-AI-Fitur-Garansi-Resmi-i.170972131.28630154272?extraParams=%7B%22display_model_id%22%3A218339334850%2C%22model_selection_logic%22%3A3%7D&sp_atk=8a7696b3-b6b3-4123-85c1-33e4e8bfb5db&xptdk=8a7696b3-b6b3-4123-85c1-33e4e8bfb5db
https://down-id.img.susercontent.com/file/id-11134207-822wo-mmlu6a36wlqd72,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X6C 6GB/256GB GARANSI RESMI,,Rp,2.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
HONOR X6C 6GB/256GB GARANSI RESMI
Rp
2.999.000
Besok
Jakarta Pusat",https://shopee.co.id/HONOR-X6C-6GB-256GB-GARANSI-RESMI-i.884872953.55508200007?extraParams=%7B%22display_model_id%22%3A440727813800%2C%22model_selection_logic%22%3A3%7D&sp_atk=93289586-a93c-4507-9d00-a6c05f2b0f5c&xptdk=93289586-a93c-4507-9d00-a6c05f2b0f5c
https://down-id.img.susercontent.com/file/id-11134207-822wq-mmtzw2sww1l2d9,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Honor X6C 6/256 New Garansi Resmi Promo Bandung,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,2.977.573,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,,,,,,"Scrape to BigSeller
Honor X6C 6/256 New Garansi Resmi Promo Bandung
Rp
2.977.573
2-3 Hari
Bandung",https://shopee.co.id/Honor-X6C-6-256-New-Garansi-Resmi-Promo-Bandung-i.1175114814.53608471486?extraParams=%7B%22display_model_id%22%3A159349204196%2C%22model_selection_logic%22%3A3%7D&sp_atk=c80fa001-95c2-4cf9-b9a4-d4873c2630d9&xptdk=c80fa001-95c2-4cf9-b9a4-d4873c2630d9
https://down-id.img.susercontent.com/file/id-11134207-822wm-mm47xr55vwn99c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X6C RAM 6GB+256GB HELIO G81 ULTRA | 5300mAh GARANSI RESMI,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.099.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Batam,,,,,,,,"Scrape to BigSeller
HONOR X6C RAM 6GB+256GB HELIO G81 ULTRA | 5300mAh GARANSI RESMI
Rp
3.099.000
Batam",https://shopee.co.id/HONOR-X6C-RAM-6GB-256GB-HELIO-G81-ULTRA-5300mAh-GARANSI-RESMI-i.917663150.55407520955?extraParams=%7B%22display_model_id%22%3A335669554048%2C%22model_selection_logic%22%3A3%7D&sp_atk=e7543602-5ebc-4d27-ac00-1d8832e1a92d&xptdk=e7543602-5ebc-4d27-ac00-1d8832e1a92d
https://down-id.img.susercontent.com/file/id-11134207-8224q-miv2ltr5ztad9d,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HONOR 400 LITE 5G 8/256GB GARANSI RESMI FREE GIFT!!,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.900.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,Produk Baru,,,,,,"Scrape to BigSeller
HONOR 400 LITE 5G 8/256GB GARANSI RESMI FREE GIFT!!
Rp
3.900.000
Produk Baru
2 Terjual
2-3 Hari
Bekasi",https://shopee.co.id/HONOR-400-LITE-5G-8-256GB-GARANSI-RESMI-FREE-GIFT!!-i.77099444.55553951027?extraParams=%7B%22display_model_id%22%3A420374820093%2C%22model_selection_logic%22%3A3%7D&sp_atk=b8aec0f4-a15c-49f7-a3df-446130f1e0b6&xptdk=b8aec0f4-a15c-49f7-a3df-446130f1e0b6
https://down-id.img.susercontent.com/file/id-11134207-822wg-mlrsj65m17ut11,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Honor X6C 4G 6/256GB NFC Garansi Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,2.799.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,-7%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
Honor X6C 4G 6/256GB NFC Garansi Resmi
Rp
2.799.000
-7%
Besok
Semarang",https://shopee.co.id/Honor-X6C-4G-6-256GB-NFC-Garansi-Resmi-i.287662257.52657166801?extraParams=%7B%22display_model_id%22%3A310639661196%2C%22model_selection_logic%22%3A3%7D&sp_atk=513b38a0-b205-44e6-93ae-27e3f67d0e5f&xptdk=513b38a0-b205-44e6-93ae-27e3f67d0e5f
https://down-id.img.susercontent.com/file/db729587e209e435878a928e427cb2a9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR 9LITE 3/32GB,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.080.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,Cicilan,,,,,,"Scrape to BigSeller
HONOR 9LITE 3/32GB
Rp
2.080.000
Cicilan
2-3 Hari
Bekasi",https://shopee.co.id/HONOR-9LITE-3-32GB-i.19239573.1510395294?extraParams=%7B%22display_model_id%22%3A2228216993%2C%22model_selection_logic%22%3A3%7D&sp_atk=f5a6e89f-ac44-4003-84c7-d223f113fee1&xptdk=f5a6e89f-ac44-4003-84c7-d223f113fee1
