-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,inline-block,img,text-xs/sp14_2,text-xs,text-shopee-primary,pointer-events-none_3,truncate,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7r98x-lnocf1pk7v5oc4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,black shark 4 ram 8 / 128 resmi fullset original,Rp,3.799.900,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,,,"Scrape to BigSeller
black shark 4 ram 8 / 128 resmi fullset original
Rp
3.799.900
Besok
Bandung",https://shopee.co.id/black-shark-4-ram-8-128-resmi-fullset-original-i.13724858.25650138845?extraParams=%7B%22display_model_id%22%3A255003419528%2C%22model_selection_logic%22%3A3%7D&sp_atk=1343c4e6-7327-4447-a4a4-2e2f7420e5a1&xptdk=1343c4e6-7327-4447-a4a4-2e2f7420e5a1
https://down-id.img.susercontent.com/file/sg-11134201-7r98o-lks3hjvbccyde0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,XIAOMI BLACK SHARK 5 8/128 FULLSET,Rp,7.550.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,-48%,,,"Scrape to BigSeller
XIAOMI BLACK SHARK 5 8/128 FULLSET
Rp
7.550.000
-48%
Besok
Jakarta Pusat",https://shopee.co.id/XIAOMI-BLACK-SHARK-5-8-128-FULLSET-i.64979891.20573092572?extraParams=%7B%22display_model_id%22%3A220927766463%2C%22model_selection_logic%22%3A3%7D&sp_atk=0f538eb5-b17f-4126-bd58-b8f8af210fca&xptdk=0f538eb5-b17f-4126-bd58-b8f8af210fca
https://down-id.img.susercontent.com/file/311a66d811f25e32138ea6a107fea8c3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Xiaomi Blackshark 4 Pro 5G - 512GB & 256GB - BNIB - ORIGINAL,Rp,9.897.750,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"Scrape to BigSeller
Xiaomi Blackshark 4 Pro 5G - 512GB & 256GB - BNIB - ORIGINAL
Rp
9.897.750
-1%
Besok
Jakarta Pusat",https://shopee.co.id/Xiaomi-Blackshark-4-Pro-5G-512GB-256GB-BNIB-ORIGINAL-i.8287608.3589651281?extraParams=%7B%22display_model_id%22%3A82187410813%2C%22model_selection_logic%22%3A3%7D&sp_atk=3a0c5a56-f82f-457c-af3c-dd8483573022&xptdk=3a0c5a56-f82f-457c-af3c-dd8483573022
https://down-id.img.susercontent.com/file/46e6f6be8b474a51bc9290b6444db7be,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Xiaomi BlackShark 4S Pro 5G - 256gb & 128GB BNIB Black Shark - 256gb ram 12gb,Rp,11.115.750,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,3.0,2 Terjual,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"Scrape to BigSeller
Xiaomi BlackShark 4S Pro 5G - 256gb & 128GB BNIB Black Shark - 256gb ram 12gb
Rp
11.115.750
-1%
3.0
2 Terjual
Besok
Jakarta Pusat",https://shopee.co.id/Xiaomi-BlackShark-4S-Pro-5G-256gb-128GB-BNIB-Black-Shark-256gb-ram-12gb-i.8287608.14747854080?extraParams=%7B%22display_model_id%22%3A134037781524%2C%22model_selection_logic%22%3A3%7D&sp_atk=f7b6a590-3667-4cf7-a6ee-ff2f1753dd09&xptdk=f7b6a590-3667-4cf7-a6ee-ff2f1753dd09
https://down-id.img.susercontent.com/file/id-11134207-7rbk8-m9wvayfyhgctc0,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Black Shark 4 Ram 8GB/Rom 128GB Mirror Black,Rp,3.199.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,,,"Scrape to BigSeller
Black Shark 4 Ram 8GB/Rom 128GB Mirror Black
Rp
3.199.000
Besok
Medan",https://shopee.co.id/Black-Shark-4-Ram-8GB-Rom-128GB-Mirror-Black-i.10257907.44201348487?extraParams=%7B%22display_model_id%22%3A290108989672%2C%22model_selection_logic%22%3A3%7D&sp_atk=0d1362f6-2479-4f3f-bae9-aa4a10d5db85&xptdk=0d1362f6-2479-4f3f-bae9-aa4a10d5db85
https://down-id.img.susercontent.com/file/sg-11134201-7rbk0-lks3nkvls0g758,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Xiaomi Black Shark 5 Pro 16/512Gb Fullset Not Rog Phone 6 Red Magic,Rp,10.550.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,-27%,,,"Scrape to BigSeller
Xiaomi Black Shark 5 Pro 16/512Gb Fullset Not Rog Phone 6 Red Magic
Rp
10.550.000
-27%
Besok
Jakarta Pusat",https://shopee.co.id/Xiaomi-Black-Shark-5-Pro-16-512Gb-Fullset-Not-Rog-Phone-6-Red-Magic-i.64979891.19159653976?extraParams=%7B%22display_model_id%22%3A49158965369%2C%22model_selection_logic%22%3A3%7D&sp_atk=d23d9220-0948-4af5-a577-0325fef23903&xptdk=d23d9220-0948-4af5-a577-0325fef23903
https://down-id.img.susercontent.com/file/id-11134207-822wr-mmd3ich886q7a8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,SGM41512 GARANSI IC Cas Black Shark 4 BARU SGM 41512,Rp,17.600,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,162 Terjual,,,,"Scrape to BigSeller
SGM41512 GARANSI IC Cas Black Shark 4 BARU SGM 41512
Rp
17.600
4.8
162 Terjual
2-3 Hari
Bekasi",https://shopee.co.id/SGM41512-GARANSI-IC-Cas-Black-Shark-4-BARU-SGM-41512-i.22212997.43855061069?extraParams=%7B%22display_model_id%22%3A270427353591%2C%22model_selection_logic%22%3A3%7D&sp_atk=00ac7388-969b-4ecf-8a21-91e72b120cc2&xptdk=00ac7388-969b-4ecf-8a21-91e72b120cc2
https://down-id.img.susercontent.com/file/id-11134207-822wm-mn9s9of3yrrc34,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Black shark 2 Second,Rp,1.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pontianak,,,,6-15 Hari,,,,"Scrape to BigSeller
Black shark 2 Second
Rp
1.500.000
6-15 Hari
Pontianak",https://shopee.co.id/Black-shark-2-Second-i.26960988.44509176576?extraParams=%7B%22display_model_id%22%3A302553223276%2C%22model_selection_logic%22%3A3%7D&sp_atk=8c0871ff-f947-4600-ba9b-baf4ec3c8263&xptdk=8c0871ff-f947-4600-ba9b-baf4ec3c8263
https://down-id.img.susercontent.com/file/id-11134207-822ws-mm3pxruzuo03a7,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,UFS 153 (128gb) (blackshark 2),Rp,150.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,,,,"Scrape to BigSeller
UFS 153 (128gb) (blackshark 2)
Rp
150.000
< 2 Hari
Kab. Sidoarjo",https://shopee.co.id/UFS-153-(128gb)-(blackshark-2)-i.447446939.26394425236?extraParams=%7B%22display_model_id%22%3A390668686969%2C%22model_selection_logic%22%3A3%7D&sp_atk=aa3e7767-e9fc-4fdd-89f1-a26944d50417&xptdk=aa3e7767-e9fc-4fdd-89f1-a26944d50417
https://down-id.img.susercontent.com/file/cc349ea60a66312d8a88a3f4822f143f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,xiaomi blackshark black shark 3 8/128gb second fullset,Rp,2.850.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,4 Terjual,,,,"Scrape to BigSeller
xiaomi blackshark black shark 3 8/128gb second fullset
Rp
2.850.000
5.0
4 Terjual
Besok
Bekasi",https://shopee.co.id/xiaomi-blackshark-black-shark-3-8-128gb-second-fullset-i.43877791.18040094189?extraParams=%7B%22display_model_id%22%3A182039775887%2C%22model_selection_logic%22%3A3%7D&sp_atk=1425e926-8b17-4bab-9032-294418194dc7&xptdk=1425e926-8b17-4bab-9032-294418194dc7
https://down-id.img.susercontent.com/file/id-11134207-822wq-mmcf50e4zhmpe9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,SGM41512 GARANSI IC Cas Black Shark 4 BARU SGM 41512,Rp,17.590,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,2.0,2 Terjual,,,,"Scrape to BigSeller
SGM41512 GARANSI IC Cas Black Shark 4 BARU SGM 41512
Rp
17.590
2.0
2 Terjual
2-3 Hari
Kab. Bogor",https://shopee.co.id/SGM41512-GARANSI-IC-Cas-Black-Shark-4-BARU-SGM-41512-i.79309681.52057822491?extraParams=%7B%22display_model_id%22%3A420695093398%2C%22model_selection_logic%22%3A2%7D&sp_atk=22558aae-86d7-4177-ab00-12e65afcaa82&xptdk=22558aae-86d7-4177-ab00-12e65afcaa82
https://down-id.img.susercontent.com/file/id-11134207-7r990-lt06renqbnbt70,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,copotan black shark 2/2pro,Rp,75.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Blitar,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,,,,"Scrape to BigSeller
copotan black shark 2/2pro
Rp
75.000
5.0
1 Terjual
3-6 Hari
Kab. Blitar",https://shopee.co.id/copotan-black-shark-2-2pro-i.334582256.25169540813?extraParams=%7B%22display_model_id%22%3A207379923005%2C%22model_selection_logic%22%3A2%7D&sp_atk=bf02063e-0558-4693-846e-892050bae58a&xptdk=bf02063e-0558-4693-846e-892050bae58a
https://down-id.img.susercontent.com/file/id-11134207-8224r-mjjgcq6wsnwj09,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Black Shark S1 Classic Bekas - Fullset - second,Rp,450.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,,,"Scrape to BigSeller
Black Shark S1 Classic Bekas - Fullset - second
Rp
450.000
Besok
Jakarta Pusat",https://shopee.co.id/Black-Shark-S1-Classic-Bekas-Fullset-second-i.30817255.52304766421?extraParams=%7B%22display_model_id%22%3A287338675795%2C%22model_selection_logic%22%3A3%7D&sp_atk=a2b43e39-6161-46cc-b7de-6e9e2622f8cf&xptdk=a2b43e39-6161-46cc-b7de-6e9e2622f8cf
https://down-id.img.susercontent.com/file/id-11134207-7rbk1-m65o6bg2fw6522,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,xiaomi Black shark 3 minus mesin aman,Rp,1.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Mesuji,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,,,"Scrape to BigSeller
xiaomi Black shark 3 minus mesin aman
Rp
1.000.000
Besok
Kab. Mesuji",https://shopee.co.id/xiaomi-Black-shark-3-minus-mesin-aman-i.80317397.28575969095?extraParams=%7B%22display_model_id%22%3A233794819257%2C%22model_selection_logic%22%3A3%7D&sp_atk=a8d458e3-61a1-48b7-80b1-c11fde7a101f&xptdk=a8d458e3-61a1-48b7-80b1-c11fde7a101f
https://down-id.img.susercontent.com/file/id-11134207-7rasc-m2nj56e0n1vj5d,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,black shark 1,Rp,150.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Solok Selatan,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,3 Terjual,,,,"Scrape to BigSeller
black shark 1
Rp
150.000
5.0
3 Terjual
Besok
Kab. Solok Selatan",https://shopee.co.id/black-shark-1-i.4165005.26317769329?extraParams=%7B%22display_model_id%22%3A148887815733%2C%22model_selection_logic%22%3A2%7D&sp_atk=8928f3bc-bcda-4403-9474-9e3719220e97&xptdk=8928f3bc-bcda-4403-9474-9e3719220e97
https://down-id.img.susercontent.com/file/id-11134207-822ws-mm08kaqan4en54,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HP second Xiaomi Black Shark 3 8/128GB Normal tested,Rp,2.650.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Malang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,1 Terjual,,,,"Scrape to BigSeller
HP second Xiaomi Black Shark 3 8/128GB Normal tested
Rp
2.650.000
1 Terjual
Besok
Kab. Malang",https://shopee.co.id/HP-second-Xiaomi-Black-Shark-3-8-128GB-Normal-tested-i.32871829.45357433564?extraParams=%7B%22display_model_id%22%3A435659549959%2C%22model_selection_logic%22%3A3%7D&sp_atk=77276b07-4cc5-41cf-a662-c37d4c9daf16&xptdk=77276b07-4cc5-41cf-a662-c37d4c9daf16
https://down-id.img.susercontent.com/file/sg-11134201-22110-6o2jduwmrekv45,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Xiaomi Blackshark 1 8/128gb Second,Rp,3.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,2 Terjual,,,Cicilan,"Scrape to BigSeller
Xiaomi Blackshark 1 8/128gb Second
Rp
3.500.000
Cicilan
5.0
2 Terjual
Besok
Jakarta Timur",https://shopee.co.id/Xiaomi-Blackshark-1-8-128gb-Second-i.174110882.8961599510?extraParams=%7B%22display_model_id%22%3A82428270159%2C%22model_selection_logic%22%3A3%7D&sp_atk=06320a69-9b70-4bdc-b189-19fa40708d23&xptdk=06320a69-9b70-4bdc-b189-19fa40708d23
https://down-id.img.susercontent.com/file/67a6f49fdfef54eba1422230f8c667e0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,xiaomi black shark 4 blackshark 4 12/256gb second original,Rp,3.850.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,6 Terjual,,,,"Scrape to BigSeller
xiaomi black shark 4 blackshark 4 12/256gb second original
Rp
3.850.000
5.0
6 Terjual
Besok
Bekasi",https://shopee.co.id/xiaomi-black-shark-4-blackshark-4-12-256gb-second-original-i.43877791.18133985594?extraParams=%7B%22display_model_id%22%3A211746362212%2C%22model_selection_logic%22%3A3%7D&sp_atk=46270a37-d59c-48e3-b077-f79102b2eda0&xptdk=46270a37-d59c-48e3-b077-f79102b2eda0
https://down-id.img.susercontent.com/file/id-11134207-7r990-lq6cz9beuon9ab,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Razer blackshark v2,Rp,500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,,,"Scrape to BigSeller
Razer blackshark v2
Rp
500.000
Besok
Jakarta Selatan",https://shopee.co.id/Razer-blackshark-v2-i.268451997.24056970051?extraParams=%7B%22display_model_id%22%3A255182345925%2C%22model_selection_logic%22%3A3%7D&sp_atk=0b6f6a00-6fcd-4f96-abde-04f573a19d79&xptdk=0b6f6a00-6fcd-4f96-abde-04f573a19d79
https://down-id.img.susercontent.com/file/78a95f78c2f78e9e7aeae549733297fd,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,xiaomi black shark 2 blackshark 2 12/256gb second fullset original,Rp,3.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,3.0,3 Terjual,,,,"Scrape to BigSeller
xiaomi black shark 2 blackshark 2 12/256gb second fullset original
Rp
3.500.000
3.0
3 Terjual
Besok
Bekasi",https://shopee.co.id/xiaomi-black-shark-2-blackshark-2-12-256gb-second-fullset-original-i.43877791.13573688165?extraParams=%7B%22display_model_id%22%3A152155538873%2C%22model_selection_logic%22%3A3%7D&sp_atk=a9e04d27-271a-4273-aa09-8ebc562b6e6d&xptdk=a9e04d27-271a-4273-aa09-8ebc562b6e6d
https://down-id.img.susercontent.com/file/id-11134207-23020-ki2qqrc763mv58,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"K3UH6H6 6gb DDR4 ram poco f1 poco x 3 pro blackshark 1, 2",Rp,225.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Grobogan,,,,10 Terjual,,,,"Scrape to BigSeller
K3UH6H6 6gb DDR4 ram poco f1 poco x 3 pro blackshark 1, 2
Rp
225.000
10 Terjual
2-5 Hari
Kab. Grobogan",https://shopee.co.id/K3UH6H6-6gb-DDR4-ram-poco-f1-poco-x-3-pro-blackshark-1-2-i.103212356.21272354939?extraParams=%7B%22display_model_id%22%3A88590243126%2C%22model_selection_logic%22%3A3%7D&sp_atk=01296325-6a13-439f-a781-dfb70759b0fc&xptdk=01296325-6a13-439f-a781-dfb70759b0fc
