-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,align-middle,img,text-xs/sp14_2,text-xs,inline-block,text-shopee-primary,pointer-events-none_2,truncate,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-8224r-mjruuwksidc6a4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Acer Series Core i7 / i5 / i3 | AMD Ryzen,Rp,2.900.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,32 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,"Laptop Acer Series Core i7 / i5 / i3 | AMD Ryzen
Rp
2.900.000
4.8
32 Terjual
Jakarta Timur",https://shopee.co.id/Laptop-Acer-Series-Core-i7-i5-i3-AMD-Ryzen-i.26647239.22048797667?extraParams=%7B%22display_model_id%22%3A267545073231%2C%22model_selection_logic%22%3A3%7D&sp_atk=2fb89896-f94f-47a9-929d-274d7b75591b&xptdk=2fb89896-f94f-47a9-929d-274d7b75591b
https://down-id.img.susercontent.com/file/sg-11134201-22120-yes4n98ewzkv9d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Notebook Samsung Chromebook 4 intel Celeron N4020 Ram4/32GB Normal,Rp,1.650.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,40 Terjual,,,,,"Notebook Samsung Chromebook 4 intel Celeron N4020 Ram4/32GB Normal
Rp
1.650.000
4.7
40 Terjual
Tangerang",https://shopee.co.id/Notebook-Samsung-Chromebook-4-intel-Celeron-N4020-Ram4-32GB-Normal-i.214357959.21349808194?extraParams=%7B%22display_model_id%22%3A98302248580%2C%22model_selection_logic%22%3A3%7D&sp_atk=96e4cc38-5ba3-4baf-9754-119ff7b32443&xptdk=96e4cc38-5ba3-4baf-9754-119ff7b32443
https://down-id.img.susercontent.com/file/id-11134207-8224z-mjauifp3neh23c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Fujitsu MU937 Celeron 3865U-7TH RAM 8G  256GB SSD  - Layar 13.3 Inch 1920*1080 Mulus dan Murah & Tas/Mouse,Rp,1.350.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,299 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,"Laptop Fujitsu MU937 Celeron 3865U-7TH RAM 8G 256GB SSD - Layar 13.3 Inch 1920*1080 Mulus dan Murah & Tas/Mouse
Rp
1.350.000
4.7
299 Terjual
Tangerang",https://shopee.co.id/Laptop-Fujitsu-MU937-Celeron-3865U-7TH-RAM-8G-256GB-SSD-Layar-13.3-Inch-1920*1080-Mulus-dan-Murah-Tas-Mouse-i.845800738.29604488797?extraParams=%7B%22display_model_id%22%3A365346891827%2C%22model_selection_logic%22%3A3%7D&sp_atk=f6b9f3fc-9104-4ecf-b890-2fceb42f08ce&xptdk=f6b9f3fc-9104-4ecf-b890-2fceb42f08ce
https://down-id.img.susercontent.com/file/cb50edf93c93b06aaa08fbcd0cf6e2b7,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Notebook Acer Es1-131 / Es1-132 | Intel Celeron | Ram 4GB | HDD 500GB | BERGARANSI,Rp,1.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,147 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"Notebook Acer Es1-131 / Es1-132 | Intel Celeron | Ram 4GB | HDD 500GB | BERGARANSI
Rp
1.500.000
-6%
4.5
147 Terjual
Jakarta Barat",https://shopee.co.id/Notebook-Acer-Es1-131-Es1-132-Intel-Celeron-Ram-4GB-HDD-500GB-BERGARANSI-i.239820426.17234818534?extraParams=%7B%22display_model_id%22%3A155198261678%2C%22model_selection_logic%22%3A3%7D&sp_atk=3a2bf108-cdb8-4113-acb4-b1dbafea7a2d&xptdk=3a2bf108-cdb8-4113-acb4-b1dbafea7a2d
https://down-id.img.susercontent.com/file/id-11134207-7rasj-m2c6o1hxegkj8f,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"Laptop ASUS X453/Dual Core/8GB/512GB SSD/Win 10/14"" inch - 2GB/500GB / Bonus Mouse & Tas",Rp,1.600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,232 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,"Laptop ASUS X453/Dual Core/8GB/512GB SSD/Win 10/14"" inch - 2GB/500GB / Bonus Mouse & Tas
Rp
1.600.000
4.5
232 Terjual
Jakarta Barat",https://shopee.co.id/Laptop-ASUS-X453-Dual-Core-8GB-512GB-SSD-Win-10-14-inch-2GB-500GB-Bonus-Mouse-Tas-i.1370746900.28262865028?extraParams=%7B%22display_model_id%22%3A246700409568%2C%22model_selection_logic%22%3A3%7D&sp_atk=440bf3df-f5ba-4f95-b7c9-9310224263ea&xptdk=440bf3df-f5ba-4f95-b7c9-9310224263ea
https://down-id.img.susercontent.com/file/sg-11134201-22120-yxb7gynbiclva7,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop HP EliteBook 830 840 850 G3 G4 G5 G6 G7 G8  Intel I5 I7 Generasi 8 Murah Mulus Berkualitas,Rp,3.100.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,25 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-3%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"Laptop HP EliteBook 830 840 850 G3 G4 G5 G6 G7 G8 Intel I5 I7 Generasi 8 Murah Mulus Berkualitas
Rp
3.100.000
-3%
4.5
25 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-HP-EliteBook-830-840-850-G3-G4-G5-G6-G7-G8-Intel-I5-I7-Generasi-8-Murah-Mulus-Berkualitas-i.817857955.20144826937?extraParams=%7B%22display_model_id%22%3A365397334798%2C%22model_selection_logic%22%3A3%7D&sp_atk=a6acfcc0-7e9a-4168-97d3-27274f26e7a5&xptdk=a6acfcc0-7e9a-4168-97d3-27274f26e7a5
https://down-id.img.susercontent.com/file/id-11134207-8224r-mhrdr4382vi848,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"LAPTOP LENOVO THINKPAD YOGA 11E 100E 300E TOUCHSCREEN CELERON  LAYAR 11 INCH SLIM, SUPER MURAH BAGUS MULUS BERKUALITAS DAN BERGARANSI",Rp,1.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,54 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"LAPTOP LENOVO THINKPAD YOGA 11E 100E 300E TOUCHSCREEN CELERON LAYAR 11 INCH SLIM, SUPER MURAH BAGUS MULUS BERKUALITAS DAN BERGARANSI
Rp
1.500.000
-6%
4.7
54 Terjual
Jakarta Utara",https://shopee.co.id/LAPTOP-LENOVO-THINKPAD-YOGA-11E-100E-300E-TOUCHSCREEN-CELERON-LAYAR-11-INCH-SLIM-SUPER-MURAH-BAGUS-MULUS-BERKUALITAS-DAN-BERGARANSI-i.1067066233.25167991526?extraParams=%7B%22display_model_id%22%3A69575842742%2C%22model_selection_logic%22%3A3%7D&sp_atk=eaab4dd0-5c0e-4578-8785-521626437268&xptdk=eaab4dd0-5c0e-4578-8785-521626437268
https://down-id.img.susercontent.com/file/id-11134207-7rbkd-m6w9a30e6cf552,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,LAPTOP ACER INTEL CORE i3 / RAM 8GB / SSD 512GB / 14 INCH / WIN10 / 4GB 256GB,Rp,2.700.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,51 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-46%,,,"LAPTOP ACER INTEL CORE i3 / RAM 8GB / SSD 512GB / 14 INCH / WIN10 / 4GB 256GB
Rp
2.700.000
-46%
5.0
51 Terjual
Jakarta Barat",https://shopee.co.id/LAPTOP-ACER-INTEL-CORE-i3-RAM-8GB-SSD-512GB-14-INCH-WIN10-4GB-256GB-i.1124285767.29527295728?extraParams=%7B%22display_model_id%22%3A157697553835%2C%22model_selection_logic%22%3A3%7D&sp_atk=506f346c-63e5-41e1-b4c7-2fe532de3f87&xptdk=506f346c-63e5-41e1-b4c7-2fe532de3f87
https://down-id.img.susercontent.com/file/id-11134207-7ra0j-mbm9ov5ohy9911,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP HP ELITEBOOK X360 840 845 G5 G6 CORE I5/I7 GEN 8 /10 /11 /AMD Ryzen 5 Pro - MURAH DAN BERGARANSI,Rp,2.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,83 Terjual,,-4%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"LAPTOP HP ELITEBOOK X360 840 845 G5 G6 CORE I5/I7 GEN 8 /10 /11 /AMD Ryzen 5 Pro - MURAH DAN BERGARANSI
Rp
2.500.000
-4%
4.9
83 Terjual
Jakarta Utara",https://shopee.co.id/LAPTOP-HP-ELITEBOOK-X360-840-845-G5-G6-CORE-I5-I7-GEN-8-10-11-AMD-Ryzen-5-Pro-MURAH-DAN-BERGARANSI-i.940039185.20672346603?extraParams=%7B%22display_model_id%22%3A400719339405%2C%22model_selection_logic%22%3A3%7D&sp_atk=6cd0650b-1d9c-4557-accc-956cbcaac719&xptdk=6cd0650b-1d9c-4557-accc-956cbcaac719
https://down-id.img.susercontent.com/file/sg-11134201-22100-29kc9u6fiqived,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Notebook Samsung Chrombook 11 Intel Celeron N4020 Ram4/32gb Fullset Mulus,Rp,1.650.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,569 Terjual,,,,,"Notebook Samsung Chrombook 11 Intel Celeron N4020 Ram4/32gb Fullset Mulus
Rp
1.650.000
4.8
569 Terjual
Jakarta Barat",https://shopee.co.id/Notebook-Samsung-Chrombook-11-Intel-Celeron-N4020-Ram4-32gb-Fullset-Mulus-i.816009841.17686149182?extraParams=%7B%22display_model_id%22%3A182480027227%2C%22model_selection_logic%22%3A3%7D&sp_atk=3e21eccb-2980-43b1-bc63-3c914209edcb&xptdk=3e21eccb-2980-43b1-bc63-3c914209edcb
https://down-id.img.susercontent.com/file/id-11134207-7ra0p-mbw8iw7zgvqlcc,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop Lenovo Thinkpad Yoga S1 11E 300E X380 X390 Touch Core i5/i7 Gen 8 - BISA LIPAT 360 & SYTLUS PEN - MURAH,Rp,1.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,171 Terjual,,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"Laptop Lenovo Thinkpad Yoga S1 11E 300E X380 X390 Touch Core i5/i7 Gen 8 - BISA LIPAT 360 & SYTLUS PEN - MURAH
Rp
1.500.000
-6%
4.8
171 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-Lenovo-Thinkpad-Yoga-S1-11E-300E-X380-X390-Touch-Core-i5-i7-Gen-8-BISA-LIPAT-360-SYTLUS-PEN-MURAH-i.1020561544.18290144159?extraParams=%7B%22display_model_id%22%3A281195135618%2C%22model_selection_logic%22%3A3%7D&sp_atk=14a0c1f5-0337-462a-b1b1-5ff94900edc1&xptdk=14a0c1f5-0337-462a-b1b1-5ff94900edc1
https://down-id.img.susercontent.com/file/id-11134201-23030-e6krami5elov3b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"FREE PRINTER/LAPTOP HP 14 DUAL CORE/ RAM 8 HDD 1TB""FREE GIFT",Rp,1.370.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.3,25 Terjual,,-61%,,Cicilan,"FREE PRINTER/LAPTOP HP 14 DUAL CORE/ RAM 8 HDD 1TB""FREE GIFT
Rp
1.370.000
-61%
Cicilan
4.3
25 Terjual
Jakarta Barat",https://shopee.co.id/FREE-PRINTER-LAPTOP-HP-14-DUAL-CORE-RAM-8-HDD-1TB-FREE-GIFT-i.16652597.7587711921?extraParams=%7B%22display_model_id%22%3A100053792805%2C%22model_selection_logic%22%3A3%7D&sp_atk=f26b28ab-9236-498c-829d-2fa69ebfafbd&xptdk=f26b28ab-9236-498c-829d-2fa69ebfafbd
https://down-id.img.susercontent.com/file/id-11134207-7rbk6-maf7wywpc7o958,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,Laptop Lenovo Thinkpad Seri Yoga 11E & S1 Yoga 12 & Yoga 260 & Yoga 370 460 Touch Screen Like New,Rp,1.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,749 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"Laptop Lenovo Thinkpad Seri Yoga 11E & S1 Yoga 12 & Yoga 260 & Yoga 370 460 Touch Screen Like New
Rp
1.500.000
-6%
4.9
749 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-Lenovo-Thinkpad-Seri-Yoga-11E-S1-Yoga-12-Yoga-260-Yoga-370-460-Touch-Screen-Like-New-i.676179521.17120176032?extraParams=%7B%22display_model_id%22%3A185703493565%2C%22model_selection_logic%22%3A3%7D&sp_atk=c97a90a4-4416-47f8-a286-7e56eddda94c&xptdk=c97a90a4-4416-47f8-a286-7e56eddda94c
https://down-id.img.susercontent.com/file/id-11134207-7r98s-lsm75e5x8bpicf,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Laptop Lenovo Yoga 260 ,11E , 300E , 12 , 460. X380 X390 370 L390 L380 Touchscreen Core i5 i7 Gen 6, 8 + BONUS!!! PALING MURAH PALING MULUS WORT IT TO BUY",Rp,1.600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,162 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"Laptop Lenovo Yoga 260 ,11E , 300E , 12 , 460. X380 X390 370 L390 L380 Touchscreen Core i5 i7 Gen 6, 8 + BONUS!!! PALING MURAH PALING MULUS WORT IT TO BUY
Rp
1.600.000
-6%
4.9
162 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-Lenovo-Yoga-260-11E-300E-12-460.-X380-X390-370-L390-L380-Touchscreen-Core-i5-i7-Gen-6-8-BONUS!!!-PALING-MURAH-PALING-MULUS-WORT-IT-TO-BUY-i.1065701352.24917555378?extraParams=%7B%22display_model_id%22%3A420535118469%2C%22model_selection_logic%22%3A3%7D&sp_atk=9106b814-e48e-4723-8a92-b89c7067c681&xptdk=9106b814-e48e-4723-8a92-b89c7067c681
https://down-id.img.susercontent.com/file/sg-11134201-22090-v2s72by0kwhvf0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"laptop sekolah murah HP ChromeBook 11 G8 EE, Like New, Seri Baru",Rp,1.650.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,68 Terjual,,,,,"laptop sekolah murah HP ChromeBook 11 G8 EE, Like New, Seri Baru
Rp
1.650.000
4.8
68 Terjual
Jakarta Barat",https://shopee.co.id/laptop-sekolah-murah-HP-ChromeBook-11-G8-EE-Like-New-Seri-Baru-i.816009841.16386227890?extraParams=%7B%22display_model_id%22%3A174591539244%2C%22model_selection_logic%22%3A3%7D&sp_atk=b8e88d09-f42e-4479-806a-663a3d3df2b5&xptdk=b8e88d09-f42e-4479-806a-663a3d3df2b5
https://down-id.img.susercontent.com/file/id-11134207-7rbk3-m7blxu33nz8n21,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Notebook Asus E203NAH/MAH | Intel Celeron N4000 | Ram 2GB/4GB | Hdd 500GB/SSD 256GB | WIND 10 | SIAP PAKAI DAN BERGARANSI,Rp,1.600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,143 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"Notebook Asus E203NAH/MAH | Intel Celeron N4000 | Ram 2GB/4GB | Hdd 500GB/SSD 256GB | WIND 10 | SIAP PAKAI DAN BERGARANSI
Rp
1.600.000
-6%
4.8
143 Terjual
Jakarta Barat",https://shopee.co.id/Notebook-Asus-E203NAH-MAH-Intel-Celeron-N4000-Ram-2GB-4GB-Hdd-500GB-SSD-256GB-WIND-10-SIAP-PAKAI-DAN-BERGARANSI-i.239820426.17234807288?extraParams=%7B%22display_model_id%22%3A126309108867%2C%22model_selection_logic%22%3A3%7D&sp_atk=df7f7ae0-3c3a-4950-8b91-1c9a96fec04f&xptdk=df7f7ae0-3c3a-4950-8b91-1c9a96fec04f
https://down-id.img.susercontent.com/file/sg-11134201-22120-eh19vgqb1nlv8b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP LENOVO THINKPAD YOGA 11E/300E /100ETouchscreen - RAM 8/256GB MULUS,Rp,1.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,61 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"LAPTOP LENOVO THINKPAD YOGA 11E/300E /100ETouchscreen - RAM 8/256GB MULUS
Rp
1.500.000
-6%
4.9
61 Terjual
Jakarta Utara",https://shopee.co.id/LAPTOP-LENOVO-THINKPAD-YOGA-11E-300E-100ETouchscreen-RAM-8-256GB-MULUS-i.925485019.23715111360?extraParams=%7B%22display_model_id%22%3A146503806435%2C%22model_selection_logic%22%3A3%7D&sp_atk=8ef75714-7d3f-4af4-839b-2db8e0ee2ec9&xptdk=8ef75714-7d3f-4af4-839b-2db8e0ee2ec9
https://down-id.img.susercontent.com/file/id-11134207-822wt-mn2ddj4lozrc38,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop LENOVO THINKPAD L440/L450/L460 CORE I5 RAM 8 SSD 128 SECOND / BERKUALITAS / BERGARANSI,Rp,1.800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,38 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-5%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"Laptop LENOVO THINKPAD L440/L450/L460 CORE I5 RAM 8 SSD 128 SECOND / BERKUALITAS / BERGARANSI
Rp
1.800.000
-5%
4.8
38 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-LENOVO-THINKPAD-L440-L450-L460-CORE-I5-RAM-8-SSD-128-SECOND-BERKUALITAS-BERGARANSI-i.802578957.19216676126?extraParams=%7B%22display_model_id%22%3A395773728195%2C%22model_selection_logic%22%3A3%7D&sp_atk=aaf5c575-9f5b-4f04-892a-767dff85fc92&xptdk=aaf5c575-9f5b-4f04-892a-767dff85fc92
https://down-id.img.susercontent.com/file/id-11134207-81ztj-mfdlsdaugqh835,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,PROMO...!!! Laptop Leptop Asus X441 Intel Celeron Generasi Terbaru windows 10 siap pakai kondisi normal sangat bagus,Rp,1.800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,482 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,Cicilan,"PROMO...!!! Laptop Leptop Asus X441 Intel Celeron Generasi Terbaru windows 10 siap pakai kondisi normal sangat bagus
Rp
1.800.000
Cicilan
4.8
482 Terjual
Jakarta Timur",https://shopee.co.id/PROMO...!!!-Laptop-Leptop-Asus-X441-Intel-Celeron-Generasi-Terbaru-windows-10-siap-pakai-kondisi-normal-sangat-bagus-i.21730609.8849293355?extraParams=%7B%22display_model_id%22%3A55180842298%2C%22model_selection_logic%22%3A3%7D&sp_atk=6335db93-5141-4632-92bd-8d92ba98a8b8&xptdk=6335db93-5141-4632-92bd-8d92ba98a8b8
