web_scraper_order,web_scraper_start_url,detail produk,detail produk-href,nama produk,harga,rating,jumlah terjual,lokasi penjual,nama toko
1777987282-1132,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"LENOVO IdeaPad Slim 5 14IRH10R CORE 7-240H 16GB 512GB 14"" WUXGA OLED W11 OHSRp17.199.000Rp17.999.000Hemat s.d  1% Pakai Bonus5.090+ terjualCollins OfficialJakarta Pusat",https://www.tokopedia.com/collinsofficial/lenovo-ideapad-slim-5-14irh10r-core-7-240h-16gb-512gb-14-wuxga-oled-w11-ohs-1732929849415075015?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch%26whid%3D6541860,"LENOVO IdeaPad Slim 5 14IRH10R CORE 7-240H 16GB 512GB 14"" WUXGA OLED W11 OHS - BLUE",Rp17.199.000,5.0,Terjual 90+,Kota Administrasi Jakarta Pusat,Collins Official
1777987287-1133,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,25%LENOVO LEGION PRO 5 16IRX10 I9 14900HZ GEFORCE RTX5060 8GB RAM32GB 1TB SSD W11+OHS+M365B 16.0 WQXGA 240HZ 100DCIP3 24ZRGBRp29.999.000Rp39.999.000Hemat s.d  1% Pakai Bonus4.9500+ terjualLenovo Legion OfficialJakarta Pusat,https://www.tokopedia.com/lenovolegion/lenovo-legion-pro-5-16irx10-i9-14900hz-geforce-rtx5060-8gb-ram32gb-1tb-ssd-w11-ohs-m365b-16-0-wqxga-240hz-100dcip3-24zrgb-1732245672714012364?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LENOVO LEGION PRO 5 16IRX10 I9 14900HZ GEFORCE RTX5060 8GB RAM32GB 1TB SSD W11+OHS+M365B 16.0 WQXGA 240HZ 100DCIP3 24ZRGB - 32GB/1TBSSD, LAPTOP",Rp29.999.000,4.9,Terjual 500+,Kota Administrasi Jakarta Pusat,Lenovo Legion Official
1777987292-1134,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"LENOVO LOQ 15IRX9 i5-13450HX RTX3050 512GB 15.6"" FHD sRGB 100% W11 OHSRp17.399.000Rp18.999.000Hemat s.d  1% Pakai Bonus5.02rb+ terjualCollins OfficialJakarta Pusat",https://www.tokopedia.com/collinsofficial/lenovo-loq-15irx9-i5-13450hx-rtx3050-512gb-15-6-fhd-srgb-100-w11-ohs-1734346158589904071?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LENOVO LOQ 15IRX9 i5-13450HX RTX3050 512GB 15.6"" FHD sRGB 100% W11 OHS - PROMO 16GB",Rp17.399.000,5.0,Terjual 2 rb+,Kota Administrasi Jakarta Pusat,Collins Official
1777987297-1135,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"LENOVO Ideapad Slim 1 N4500 8GB 256GB SSD 14""HD Win11 OHSRp6.851.000Hemat s.d  1% Pakai BonusgreencomputerbpnBalikpapan",https://www.tokopedia.com/greencomputerbalikpapan/lenovo-ideapad-slim-1-n4500-8gb-256gb-ssd-14-hd-win11-ohs-1732791411341690135?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LENOVO Ideapad Slim 1 N4500 8GB 256GB SSD 14""HD Win11 OHS",Rp6.851.000,,,Kota Balikpapan,greencomputerbpn
1777987302-1136,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"56%LENOVO LOQ 15ARP10E GEFORCE RTX 3050 6GB Ryzen 7 170 16GB 512GB W11+OHS 15.6"" FHD IPS 300nits 100% sRGB 144Hz 2Y PREM+2ADP D1IDRp14.999.000Rp33.998.000Hemat s.d  1% Pakai Bonus4.7100+ terjualLenovo Legion OfficialJakarta Pusat",https://www.tokopedia.com/lenovolegion/lenovo-loq-15irx10-i5-13450hx-rtx5050-8gb-12gb-512gb-w11-ohs-m365b-15-6-fhd-144hz-100srgb-24zrgb-1732845697459652300?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LENOVO LOQ 15ARP10E GEFORCE RTX 3050 6GB Ryzen 7 170 16GB 512GB W11+OHS 15.6"" FHD IPS 300nits 100% sRGB 144Hz 2Y PREM+2ADP D1ID - 16GB/512GB, LAPTOP",Rp14.999.000,4.7,Terjual 100+,Kota Administrasi Jakarta Pusat,Lenovo Legion Official
1777987308-1137,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"[PROMO] Lenovo Ideapad Slim 3 Ryzen 5 7530 8GB 1TB Ssd Win11 14.0"" Fhd Ips BacklitRp9.598.000Rp9.599.000Hemat s.d  1% Pakai Bonus5.04 terjualLaptop Grosir IDJakarta Selatan",https://www.tokopedia.com/laptopgrosirid/lenovo-ideapad-slim-3-ryzen-5-7530-8gb-1tb-ssd-win11-14-0-fhd-ips-backlit-1734461559103128905?extParam=ivf%3Dtrue%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"[PROMO] Lenovo Ideapad Slim 3 Ryzen 5 7530 8GB 1TB Ssd Win11 14.0"" Fhd Ips Backlit - 8GB/512GB, UNIT ONLY",Rp9.598.000,5.0,Terjual 4,Kota Administrasi Jakarta Selatan,Laptop Grosir ID
1777987314-1138,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,17%LENOVO LOQ ESSENTIAL 15IAX9E i5 12450HX RTX3050 6GB/ 16GB 512GB W11+OHS+M365B 15.6FHD 144HZ 100SRGB BLIT 2Y PREM+2ADP GRYRp14.999.000Rp17.999.000Hemat s.d  1% Pakai Bonus4.9250+ terjualLenovo Legion OfficialJakarta Pusat,https://www.tokopedia.com/lenovolegion/lenovo-loq-essential-15iax9e-i5-12450hx-rtx3050-6gb-16gb-512gb-w11-ohs-m365b-15-6fhd-144hz-100srgb-blit-2y-prem-2adp-gry-1733518859327604428?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LENOVO LOQ ESSENTIAL 15IAX9E i5 12450HX RTX3050 6GB/ 16GB 512GB W11+OHS+M365B 15.6FHD 144HZ 100SRGB BLIT 2Y PREM+2ADP GRY - LAPTOP, 16GB-512GB",Rp14.999.000,4.9,Terjual 250+,Kota Administrasi Jakarta Pusat,Lenovo Legion Official
1777987319-1139,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,11%Lenovo Ideapad Slim 3i i3-1315U 512GB SSD 8GB Win11+OHSRp8.449.000Rp9.499.000Hemat s.d  1% Pakai Bonus4.9100+ terjualLenovo Indonesia Official_NEWJakarta Barat,https://www.tokopedia.com/lenovo-indonesia-official/lenovo-ideapad-slim-3i-i3-1315u-512gb-ssd-8gb-win11-ohs-1732286925747160586?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Lenovo Ideapad Slim 3i i3-1315U 512GB SSD 8GB Win11+OHS - Artic Grey, TANPA_ANATIGORES",Rp8.449.000,4.9,Terjual 100+,Kota Administrasi Jakarta Barat,Lenovo Indonesia Official_NEW
1777987324-1140,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"42%Lenovo V14 G4 AMD RYZEN 3 7320 8GB 256GB W11+OHS 14"" FHDRp7.499.000Rp12.999.000Hemat s.d  1% Pakai Bonus5.030+ terjualLenovo Legion OfficialJakarta Pusat",https://www.tokopedia.com/lenovolegion/lenovo-v14-g4-amd-ryzen-3-7320-8gb-256gb-w11-ohs-14-fhd-1732595066053953228?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Lenovo V14 G4 AMD RYZEN 3 7320 8GB 256GB W11+OHS 14"" FHD - LAPTOP, WINDOWS 11",Rp7.499.000,5.0,Terjual 30+,Kota Administrasi Jakarta Pusat,Lenovo Legion Official
1777987330-1141,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,LENOVO V14 G4 RYZEN 3 7320 8GB 256GB W11 14.0FHDRp7.499.000Rp8.299.000Hemat s.d  1% Pakai Bonus4.980+ terjualAGRES IDJakarta Utara,https://www.tokopedia.com/agresid/lenovo-v14-g4-ryzen-3-7320-8gb-256gb-w11-14-0fhd-1733867220247544899?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LENOVO V14 G4 RYZEN 3 7320 8GB 256GB W11 14.0FHD - Non Bundle, NON OFFICE",Rp7.499.000,4.9,Terjual 80+,Kota Administrasi Jakarta Utara,AGRES ID
1777987336-1142,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"Lenovo IdeaPad Slim 3 83EQ006HID / 83EQ006GID || Intel Core i5-12450H 16GB 512GB SSD Intel UHD Graphics Windows 11 Home OHS 14"" FHD IPS 2YRp9.999.000Hemat s.d  1% Pakai Bonus5.03 terjualLenovo Authorized Jakarta TimurJakarta Timur",https://www.tokopedia.com/lenovojaktim/lenovo-ideapad-slim-3-83eq006hid-83eq006gid-intel-core-i5-12450h-16gb-512gb-ssd-intel-uhd-graphics-windows-11-home-ohs-14-fhd-ips-2y-abyss-blue-16fed?extParam=ivf%3Dtrue%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Lenovo IdeaPad Slim 3 83EQ006HID / 83EQ006GID || Intel Core i5-12450H 16GB 512GB SSD Intel UHD Graphics Windows 11 Home OHS 14"" FHD IPS 2Y - Abyss Blue",Rp9.999.000,5.0,Terjual 3,Kota Administrasi Jakarta Timur,Lenovo Authorized Jakarta Timur
1777987341-1143,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"13%Laptop Lenovo Ideapad Slim 3i 14IRU8 i3-1315U RAM 8GB 256GB 512GBGB SSD 14"" FHD Windows 11 OHSRp7.584.000Rp8.699.000Hemat s.d  1% Pakai Bonus4.9100+ terjualNew RizkyAppleJakarta Pusat",https://www.tokopedia.com/new-rizkyapple/laptop-lenovo-ideapad-slim-3i-14iru8-i3-1315u-ram-8gb-256gb-512gbgb-ssd-14-fhd-windows-11-ohs-1734334252336579710?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Laptop Lenovo Ideapad Slim 3i 14IRU8 i3-1315U RAM 8GB 256GB 512GBGB SSD 14"" FHD Windows 11 OHS - 256GB Abyss Blue",Rp7.584.000,4.9,Terjual 100+,Kota Administrasi Jakarta Pusat,New RizkyApple
1777987347-1144,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,11%Lenovo Ideapad Slim 3i i3-1315U 512GB SSD 8GB Win11+OHSRp8.449.000Rp9.499.000Hemat s.d  1% Pakai Bonus4.980+ terjualLenovo Indonesia Official_NEWJakarta Barat,https://www.tokopedia.com/lenovo-indonesia-official/lenovo-ideapad-slim-3i-i3-1315u-512gb-ssd-8gb-win11-ohs-1731416925351282186?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Lenovo Ideapad Slim 3i i3-1315U 512GB SSD 8GB Win11+OHS - ARCTIC GREY, TANPA_ANTIGORES",Rp8.449.000,4.9,Terjual 80+,Kota Administrasi Jakarta Barat,Lenovo Indonesia Official_NEW
1777987352-1145,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,42%LENOVO Ideapad Slim 3 14 i7-13620H/i5-13420H/i5-12450H/i3-1315U 8GB/16GB 512GB SSD 14.0FHD W11 FHD IPS WUXGARp7.599.000Rp12.999.000Hemat s.d  1% Pakai Bonus5.01rb+ terjualAI Official StoreJakarta Utara,https://www.tokopedia.com/alienwareofficial/lenovo-ideapad-slim-3-14-i7-13620h-i5-13420h-i5-12450h-i3-1315u-8gb-16gb-512gb-ssd-14-0fhd-w11-fhd-ips-wuxga-1732935221891663123?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch%26whid%3D1496513,"LENOVO Ideapad Slim 3 14 i7-13620H/i5-13420H/i5-12450H/i3-1315U 8GB/16GB 512GB SSD 14.0FHD W11 FHD IPS WUXGA - LAPTOP, I3 1315 8GB 256GB",Rp7.599.000,5.0,Terjual 1 rb+,Kota Administrasi Jakarta Utara,AI Official Store
1777987358-1146,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"Lenovo Ideapad Slim 3 14IRU8 Core i3 1315U Ram 8GB 512GB Windows 11+OHS 14"" Full HDRp7.649.000Rp8.499.000Hemat s.d  1% Pakai Bonus5.0250+ terjualLenovo Authorized BogorKab. Bogor",https://www.tokopedia.com/lenovoauthorizedbogor/lenovo-ideapad-slim-3-14iru8-core-i3-1315u-ram-8gb-512gb-windows-11-ohs-14-full-hd-1732720833497695240?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Lenovo Ideapad Slim 3 14IRU8 Core i3 1315U Ram 8GB 512GB Windows 11+OHS 14"" Full HD - RAM 8GB 256GB SSD, LAPTOP ONLY",Rp7.649.000,5.0,Terjual 250+,Kab. Bogor,Lenovo Authorized Bogor
1777987364-1147,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"15%Lenovo V14 G4 Ryzen 5 7520U 8GB / 16GB 512GB W11+OHS 14"" FHDRp9.999.000Rp11.699.000Hemat s.d  1% Pakai Bonus4.93rb+ terjualAMD Official StoreJakarta Utara",https://www.tokopedia.com/amd-id/lenovo-v14-g4-ryzen-5-7520u-8gb-16gb-512gb-w11-ohs-14-fhd-1732771520608568699?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch%26whid%3D79275,"Lenovo V14 G4 Ryzen 5 7520U 8GB / 16GB 512GB W11+OHS 14"" FHD - Arctic Grey (7520U /16GB /512GB), Standard",Rp9.999.000,4.9,Terjual 3 rb+,Kota Administrasi Jakarta Utara,AMD Official Store
1777987369-1148,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,Lenovo V14 i5-13420H 512GB SSD 8GB FHD IPS Win11+OHSRp9.999.000Rp10.799.000Hemat s.d  1% Pakai Bonus5.0100+ terjuallenovo authorized tangerangTangerang,https://www.tokopedia.com/lenovo-tangerang/lenovo-v14-i5-13420h-512gb-ssd-8gb-fhd-ips-win11-ohs-1731294875801847806?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Lenovo V14 i5-13420H 512GB SSD 8GB FHD IPS Win11+OHS - 8GB_STANDAR, TANPA_ANTIGORES",Rp9.999.000,5.0,Terjual 100+,Kota Tangerang,lenovo authorized tangerang
1777987374-1149,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"LENOVO V14-G4AMN-82YT0115ID - AMD RYZEN 3 7320U 8GB 512GB SSD 14"" FHD WIN11 + OHSRp7.799.000Hemat s.d  1% Pakai Bonus4.650+ terjualHOSANA COMPUTERJakarta Pusat",https://www.tokopedia.com/hosanacomp/lenovo-v15-g4-amn-ryzen-5-7520u-8gb-512gb-ssd-1tb-ssd-15-6-fhd-win11-1731184852446053420?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LENOVO V14-G4AMN-82YT0115ID - AMD RYZEN 3 7320U 8GB 512GB SSD 14"" FHD WIN11 + OHS - 8GB 256GB SSD, WIN11",Rp7.799.000,4.6,Terjual 50+,Kota Administrasi Jakarta Pusat,HOSANA COMPUTER
1777987379-1150,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,13%Lenovo IdeaPad Slim 3 14IRH10 Intel Core i5-13420H 16GB 512GB SSD W11 OH24 + M365Rp13.199.000Rp15.199.000Hemat s.d  1% Pakai Bonus5.030+ terjualLenovo OfficialJakarta Pusat,https://www.tokopedia.com/lenovo-official/lenovo-ideapad-slim-3-14irh10-intel-core-i5-13420h-16gb-512gb-ssd-w11-oh24-m365-1734008101319836832?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,Lenovo IdeaPad Slim 3 14IRH10 Intel Core i5-13420H 16GB 512GB SSD W11 OH24 + M365 - Luna Grey,Rp13.199.000,5.0,Terjual 30+,Kota Administrasi Jakarta Pusat,Lenovo Official
1777987384-1151,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,Lenovo V14 G4 | Ryzen 3 7320U 8GB 256GB W11Rp7.500.000Hemat s.d  1% Pakai Bonus5.030+ terjualLenovo Authorized YogyakartaYogyakarta,https://www.tokopedia.com/lenovoyogyakartaselatan/lenovo-v14-g4-ryzen-3-7320u-8gb-256gb-w11-1730673368019076621?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,Lenovo V14 G4 | Ryzen 3 7320U 8GB 256GB W11,Rp7.500.000,5.0,Terjual 30+,Kota Yogyakarta,Lenovo Authorized Yogyakarta
1777987389-1152,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,LENOVO V14 INTEL i3 1315U 8GB 512SSD WINDOWS ORIGINALRp6.650.000Hemat s.d  1% Pakai Bonus5.020 terjualJustin ComputerSurabaya,https://www.tokopedia.com/justin-shop/lenovo-v14-intel-i3-1315u-8gb-512ssd-windows-1731629677463504733-1734684509600450397?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LENOVO V14 INTEL i3 1315U 8GB 512SSD WINDOWS ORIGINAL - 8GB, 256SSD",Rp6.650.000,5.0,Terjual 21,Kota Surabaya,Justin Computer
1777987394-1153,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,Lenovo V14 Ryzen 3 7320U 256GB / 512GB SSD 8GB Win11+OHSRp8.199.000Rp8.999.000Hemat s.d  1% Pakai Bonus5.080+ terjualSinarmulia Sukses MakmurJakarta Barat,https://www.tokopedia.com/sinarmulia/lenovo-v14-ryzen-3-7320u-256gb-512gb-ssd-8gb-win11-ohs-1732737455946827551?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Lenovo V14 Ryzen 3 7320U 256GB / 512GB SSD 8GB Win11+OHS - 512GB, TANPA_ANTIGORES",Rp8.199.000,5.0,Terjual 80+,Kota Administrasi Jakarta Barat,Sinarmulia Sukses Makmur
1777987399-1154,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"LENOVO IDEAPAD SLIM 3 14IAU7 I3 1215U 8GB 256GB/512GB 14"" FHD W11+OHSRp6.080.0005.021 terjualEdycomPekanbaru",https://www.tokopedia.com/edycom/lenovo-ideapad-slim-3-14iau7-i3-1215u-8gb-256gb-512gb-14-fhd-w11-ohs-256gb-f3a4e?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LENOVO IDEAPAD SLIM 3 14IAU7 I3 1215U 8GB 256GB/512GB 14"" FHD W11+OHS - 256GB",Rp6.080.000,5.0,Terjual 21,Kota Pekanbaru,Edycom
1777987404-1155,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,20%Lenovo LOQ Essential RTX 5050 Intel core I5 13450HX 144Hz 100SRGB 16GB 512SSD Windows 11 Office 15IRX11 -3KIDRp17.899.000Rp22.399.000Hemat s.d  1% Pakai Bonus5.0250+ terjualThinkpad Official StoreJakarta Utara,https://www.tokopedia.com/thinkpadofficial/lenovo-loq-essential-rtx-5050-intel-core-i5-13450hx-144hz-100srgb-16gb-512ssd-windows-11-office-15irx11-3kid-1734445031511328138?extParam=ivf%3Dtrue%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,Lenovo LOQ Essential RTX 5050 Intel core I5 13450HX 144Hz 100SRGB 16GB 512SSD Windows 11 Office 15IRX11 -3KID - Normal Bundling,Rp17.899.000,5.0,Terjual 250+,Kota Administrasi Jakarta Utara,Thinkpad Official Store
1777987409-1156,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,Lenovo ThinkPad T480s Core i7-8650U 24GB RAM 512GB NVMe SSD TS FULL HDRp2.400.0004.9100+ terjualSTAR JAYA ELECTRONICJakarta Barat,https://www.tokopedia.com/starjayaelectronic/lenovo-thinkpad-t480s-core-i7-8650u-24gb-ram-512gb-nvme-ssd-ts-full-hd-1733593194371975083?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Lenovo ThinkPad T480s Core i7-8650U 24GB RAM 512GB NVMe SSD TS FULL HD - T460 I5, 8GB/128GB",Rp2.400.000,4.9,Terjual 100+,Kota Administrasi Jakarta Barat,STAR JAYA ELECTRONIC
1777987414-1157,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"46%Laptop Lenovo V14 G5 IRL - Core I3 1315U / 16GB 8GB 256SSD 14"" FHD W11Rp7.699.000Rp14.199.000Hemat s.d  1% Pakai Bonus5.01rb+ terjualINTEL STORE IDJakarta Utara",https://www.tokopedia.com/intelstore-id/laptop-lenovo-v14-g5-irl-core-i3-1315u-16gb-8gb-256ssd-14-fhd-w11-1733386294732096938?extParam=ivf%3Dtrue%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Laptop Lenovo V14 G5 IRL - Core I3 1315U / 16GB 8GB 256SSD 14"" FHD W11 - NON BUNDLING, 8GB | 256GB",Rp7.699.000,5.0,Terjual 1 rb+,Kota Administrasi Jakarta Utara,INTEL STORE ID
1777987419-1158,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,LENOVO IDEAPAD SLIM 1 INTEL N4500 8 GB 512SSD WINDOWS OFFICE ORIGINALRp5.350.000Hemat s.d  1% Pakai Bonus5.050+ terjualJustin ComputerSurabaya,https://www.tokopedia.com/justin-shop/lenovo-ideapad-slim-1-intel-n4500-8-gb-512ssd-windows-office-original-1731629677272074077?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,LENOVO IDEAPAD SLIM 1 INTEL N4500 8 GB 512SSD WINDOWS OFFICE ORIGINAL,Rp5.350.000,5.0,Terjual 50+,Kota Surabaya,Justin Computer
1777987425-1159,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,Lenovo LOQ Gaming i7-13650HX RTX4050 512GB SSD 12GB/16GB 144Hz IPS Win11Rp19.699.000Rp21.099.000Hemat s.d  1% Pakai Bonus5.016 terjuallenovo authorized tangerangTangerang,https://www.tokopedia.com/lenovo-tangerang/lenovo-loq-gaming-i7-13650hx-rtx4050-512gb-ssd-12gb-16gb-144hz-ips-win11-1732577762008336382?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Lenovo LOQ Gaming i7-13650HX RTX4050 512GB SSD 12GB/16GB 144Hz IPS Win11 - 16GB_STANDAR, TANPA_ANTIGORES",Rp19.699.000,5.0,Terjual 16,Kota Tangerang,lenovo authorized tangerang
1777987430-1160,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,LENOVO THINKPAD L14 G2 Intel Core i5 Gen 11th 8GB 256GB LaptopRp4.588.000Hemat s.d  1% Pakai Bonus5.03 terjualYOUNGS COMPUTERKab. Sleman,https://www.tokopedia.com/youngscom/lenovo-thinkpad-l14-g2-intel-core-i5-gen-11th-8gb-256gb-laptop-1734424982273427289?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,LENOVO THINKPAD L14 G2 Intel Core i5 Gen 11th 8GB 256GB Laptop,Rp4.588.000,5.0,Terjual 3,Kab. Sleman,YOUNGS COMPUTER
