web_scraper_order,web_scraper_start_url,detail produk,detail produk-href,nama produk,harga,rating,jumlah terjual,lokasi penjual,nama toko
"1777269737-425","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","TECNO PHANTOM V Flip 5G - 8+8GB*+256GB Second MulusRp4.200.0002 terjualkuwomiKab. Bogor","https://www.tokopedia.com/kuwomi/tecno-phantom-v-flip-5g-8-8gb-256gb-second-mulus-1734166638816560397?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","TECNO PHANTOM V Flip 5G - 8+8GB*+256GB Second Mulus","Rp4.200.000","","2 barang berhasil terjual","Kab. Bogor","kuwomi"
"1777269742-426","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","tecno pop 5 lte 2/32 second fullset mulusRp750.000Hemat s.d  1% Pakai Bonus5.02 terjualpho pho cellJakarta Pusat","https://www.tokopedia.com/didoalfarezi/tecno-pop-5-lte-2-32-second-fullset-mulus?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","tecno pop 5 lte 2/32 second fullset mulus","Rp750.000","5","Terjual 2","Kota Administrasi Jakarta Pusat","pho pho cell"
"1777269748-427","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","tecno camon 20 pro 8/256gb resmi second mulusRp2.099.000Duta Mulia PonselBekasi","https://www.tokopedia.com/dutamuliaponsel/tecno-camon-20-pro-8-256gb-resmi-second-mulus-1731673685392066075?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","tecno camon 20 pro 8/256gb resmi second mulus","Rp2.099.000","","","Kota Bekasi","Duta Mulia Ponsel"
"1777269753-428","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","TECHNO SPARK 20 PRO 12/256 NORMAL FULLSET GARANSIRp1.899.000Hemat s.d  1% Pakai BonusSMILE PHONE JOGJA_NEWYogyakarta","https://www.tokopedia.com/jsphone-1/techno-spark-20-pro-12-256-normal-fullset-garansi?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","TECHNO SPARK 20 PRO 12/256 NORMAL FULLSET GARANSI","Rp1.899.000","","","Kota Yogyakarta","SMILE PHONE JOGJA_NEW"
"1777269758-429","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno Camon 40: Produk dengan Informasi yang Tersedia - Spesifikasi dan Gambar TersediaRp2.650.000Alwan Gadget storeKab. Bekasi","https://www.tokopedia.com/alwan-gadget-store/tecno-camon-40-produk-dengan-informasi-yang-tersedia-spesifikasi-dan-gambar-tersedia-1731868930971960812?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno Camon 40: Produk dengan Informasi yang Tersedia - Spesifikasi dan Gambar Tersedia","Rp2.650.000","","","Kab. Bekasi","Alwan Gadget store"
"1777269764-430","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno Pova 5 pro 5G garansi resmiRp2.250.000Bisa CODkimtaelim cellMetro","https://www.tokopedia.com/kimtaelim-cell/tecno-pova-5-pro-5g-garansi-resmi?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno Pova 5 pro 5G garansi resmi","Rp2.250.000","","","Kota Metro","kimtaelim cell"
"1777269770-431","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno pova 7 ultra ram 12 / 256 resmi unit onlyRp3.850.000Hemat s.d  1% Pakai Bonus5.01 terjualF44i ShopKab. Bandung","https://www.tokopedia.com/f44i-shop/tecno-pova-7-ultra-ram-12-256-resmi-unit-only-1733247509673641865?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno pova 7 ultra ram 12 / 256 resmi unit only","Rp3.850.000","5","Terjual 1","Kab. Bandung","F44i Shop"
"1777269775-432","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno spark 30 pro transformer 8 / 128 full oriRp2.099.900Hemat s.d  1% Pakai Bonus1 terjualF44i ShopKab. Bandung","https://www.tokopedia.com/f44i-shop/tecno-spark-30-pro-transformer-8-128-full-ori-1731428798550673289?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno spark 30 pro transformer 8 / 128 full ori","Rp2.099.900","","1 barang berhasil terjual","Kab. Bandung","F44i Shop"
"1777269781-433","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Techno spark 20 pro ram 12/256 second resmi fullset termurahRp1.999.000Zr phoneBekasi","https://www.tokopedia.com/zr-phone/techno-spark-20-pro-ram-12-256-second-resmi-sebulan-pake?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Techno spark 20 pro ram 12/256 second resmi fullset termurah","Rp1.999.000","","","Kota Bekasi","Zr phone"
"1777269786-434","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tekno pova 5pro ram 8/256 lenkap mulusRp2.150.000Hemat s.d  1% Pakai BonusH&R celular142cJakarta Pusat","https://www.tokopedia.com/hr-celular142c/tekno-pova-5pro-ram-8-256-lenkap-mulus?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tekno pova 5pro ram 8/256 lenkap mulus","Rp2.150.000","","","Kota Administrasi Jakarta Pusat","H&R celular142c"
"1777269792-435","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno pop 5 LTE Ram 2Gb/32GbRp600.000Cs Store 03Jakarta Pusat","https://www.tokopedia.com/cs-store-03/tecno-pop-5-lte-ram-2gb-32gb-1733292750109116101?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno pop 5 LTE Ram 2Gb/32Gb","Rp600.000","","","Kota Administrasi Jakarta Pusat","Cs Store 03"
"1777269798-436","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno Camon 40 8/256GB warna Low Blue Light FullsetRp2.715.000Vensa.Store1Bogor","https://www.tokopedia.com/vensastore1/tecno-camon-40-8-256gb-warna-low-blue-light-fullset-1732314288205431967?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno Camon 40 8/256GB warna Low Blue Light Fullset","Rp2.715.000","","","Kota Bogor","Vensa.Store1"
"1777269803-437","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Techno Pova 5 8/256Gb BergaransiRp1.700.000Hemat s.d  1% Pakai Bonus5.06 terjualMK STORE REBORNBekasi","https://www.tokopedia.com/mk-store-reborn/techno-pova-5-8-256gb-bergaransi-1732294065772594923?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Techno Pova 5 8/256Gb Bergaransi - Pova 5","Rp1.700.000","5","Terjual 6","Kota Bekasi","MK STORE REBORN"
"1777269808-438","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno Camon 20 Pro 8/256Gb Fullset No MinusRp1.999.000Hemat s.d  1% Pakai BonusMK STORE REBORNBekasi","https://www.tokopedia.com/mk-store-reborn/tecno-camon-20-pro-8-256gb-fullset-no-minus?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno Camon 20 Pro 8/256Gb Fullset No Minus","Rp1.999.000","","","Kota Bekasi","MK STORE REBORN"
"1777269815-439","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno pop 5 lte Ram 2Gb/32gbRp650.000Bisa CODCS STORE PHONEJakarta Pusat","https://www.tokopedia.com/cs-store-phone/tecno-pop-5-lte-ram-2gb-32gb-1734153333936064449?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno pop 5 lte Ram 2Gb/32gb","Rp650.000","","","Kota Administrasi Jakarta Pusat","CS STORE PHONE"
"1777269830-440","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","TECNO SPARK 20 PRO RAM 12GBRp2.000.000Hemat s.d  1% Pakai Bonus1 terjualGenStoreOneKab. Pringsewu","https://www.tokopedia.com/generationfirst/tecno-spark-20-pro-ram-12gb?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","TECNO SPARK 20 PRO RAM 12GB","Rp2.000.000","","1 barang berhasil terjual","Kab. Pringsewu","GenStoreOne"
"1777269837-441","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Handphone Tecno Spark 20 pro 12/256GB bekasRp2.500.000Hemat s.d  1% Pakai Bonus5.050+ terjualGwshop27Jakarta Pusat","https://www.tokopedia.com/gwshop27/handphone-tecno-spark-20-pro-12-256gb-bekas?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Handphone Tecno Spark 20 pro 12/256GB bekas","Rp2.500.000","","","",""
"1777269842-442","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","TECNO SPARK 40 PRO PLUS 8/256GB SECOND RESMI (GREEN)Rp2.500.000Hemat s.d  1% Pakai BonusArfan Cell 23Jakarta Pusat","https://www.tokopedia.com/gg-store-23-16/tecno-spark-40-pro-plus-8-256gb-second-resmi-green-1733291684235347819?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","TECNO SPARK 40 PRO PLUS 8/256GB SECOND RESMI (GREEN)","Rp2.500.000","","","Kota Administrasi Jakarta Pusat","Arfan Cell 23"
"1777269848-443","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno Spark 30 Pro 8/256 secondRp2.226.000Hemat s.d  1% Pakai BonusDr. Store SidoarjoKab. Sidoarjo","https://www.tokopedia.com/dr-store-sidoarjo/tecno-spark-30-pro-8-256-second-1733509624785569443?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno Spark 30 Pro 8/256 second","Rp2.226.000","","","Kab. Sidoarjo","Dr. Store Sidoarjo"
"1777269853-444","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","TECNO POVA 7 5G 8/256 SECOND MULUS TERAWATRp3.099.000Hemat s.d  1% Pakai BonusEL PHONE STORE SIDOARJOKab. Sidoarjo","https://www.tokopedia.com/el-phone-store-sidoarjo/tecno-pova-7-5g-8-256-second-mulus-terawat-1734389607514539039?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","TECNO POVA 7 5G 8/256 SECOND MULUS TERAWAT","Rp3.099.000","","","Kab. Sidoarjo","EL PHONE STORE SIDOARJO"
"1777269858-445","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno Spark 20 Pro+ Plus 8/256 Second Fullset Original Garansi ResmiRp2.449.000Hemat s.d  1% Pakai BonusJAYA PHONE LAMONGANKab. Lamongan","https://www.tokopedia.com/jayaphonelamongan/tecno-spark-20-pro-plus-8-256-second-fullset-original-garansi-resmi-1731063427769795894?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno Spark 20 Pro+ Plus 8/256 Second Fullset Original Garansi Resmi","Rp2.449.000","","","Kab. Lamongan","JAYA PHONE LAMONGAN"
"1777269863-446","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno Camon 40 8/256GB Fullset Garansi ResmiRp2.600.0002 terjualALP AvenueKab. Purwakarta","https://www.tokopedia.com/alp-avenue/tecno-camon-40-8-256gb-fullset-garansi-resmi-1732765780903560486?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno Camon 40 8/256GB Fullset Garansi Resmi","Rp2.600.000","","2 barang berhasil terjual","Kab. Purwakarta","ALP Avenue"
"1777269868-447","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno Camon 40 8/128GB Black AMOLED 120Hz Kamera 50MP Like New HandphoneRp2.450.000Doeyouk_NEWPagar Alam","https://www.tokopedia.com/anakumang/tecno-camon-40-8-128gb-black-amoled-120hz-kamera-50mp-like-new-handphone-1732320586295445094?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno Camon 40 8/128GB Black AMOLED 120Hz Kamera 50MP Like New Handphone","Rp2.450.000","","","Kota Pagar Alam","Doeyouk_NEW"
"1777269874-448","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno pova 6 8/256gb second resmi originalRp2.200.000Hemat s.d  1% Pakai BonusH&R celular142cJakarta Pusat","https://www.tokopedia.com/hr-celular142c/tecno-pova-6-8-256gb-second-resmi-original-1734376705418364322?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno pova 6 8/256gb second resmi original","Rp2.200.000","","","Kota Administrasi Jakarta Pusat","H&R celular142c"
"1777269879-449","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","tecno pova 6 pro 12/256gbRp2.700.000Azka phoneKab. Kediri","https://www.tokopedia.com/razkaphone/tecno-pova-6-pro-12-256gb?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","tecno pova 6 pro 12/256gb","Rp2.700.000","","","Kab. Kediri","Azka phone"
"1777269884-450","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","TECNO POVA 7 5G 8/128 GB RESMIRp2.650.000Hemat s.d  1% Pakai BonusDISON CELLJakarta Pusat","https://www.tokopedia.com/dison-cell/tecno-pova-7-5g-8-128-gb-resmi-1734356720998581857?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","TECNO POVA 7 5G 8/128 GB RESMI","Rp2.650.000","","","Kota Administrasi Jakarta Pusat","DISON CELL"
"1777269889-451","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","second Spark 6Go 2/32GB fullsetRp700.000Hemat s.d  1% Pakai Bonuspho pho cellJakarta Pusat","https://www.tokopedia.com/didoalfarezi/second-spark-6go-2-32gb-fullset?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","second Spark 6Go 2/32GB fullset","Rp700.000","","","Kota Administrasi Jakarta Pusat","pho pho cell"
"1777269894-452","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Techno spark 20 pro plus ram 8/256 second resmi garansi panjangRp2.299.000Bisa CODZr phoneBekasi","https://www.tokopedia.com/zr-phone/techno-spark-20-pro-plus-ram-8-256-second-resmi-garansi-panjang?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Techno spark 20 pro plus ram 8/256 second resmi garansi panjang","Rp2.299.000","","","Kota Bekasi","Zr phone"
"1777269899-453","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno spark 10 pro NFC 8/128 second originalRp1.350.000Hemat s.d  1% Pakai BonusDISON CELLJakarta Pusat","https://www.tokopedia.com/dison-cell/tecno-spark-10-pro-nfc-8-128-second-original-8-128-a59f0?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno spark 10 pro NFC 8/128 second original - 8/128","Rp1.350.000","","","Kota Administrasi Jakarta Pusat","DISON CELL"
"1777269904-454","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Pova 7 8/256 second resmi originalRp2.299.000Hemat s.d  1% Pakai BonusH&R celular142cJakarta Pusat","https://www.tokopedia.com/hr-celular142c/pova-7-8-256-second-resmi-original-1732742467812165026?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Pova 7 8/256 second resmi original","Rp2.299.000","","","Kota Administrasi Jakarta Pusat","H&R celular142c"
"1777269910-455","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno Spark 10 Pro 8/256 GB Ex Resmi Garansi Indonesia Second OriginalRp1.375.000Garasi Gadget IDNJakarta Utara","https://www.tokopedia.com/garasigadgetidn/tecno-spark-10-pro-8-256-gb-ex-resmi-garansi-indonesia-second-original-fullset-6bc02?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno Spark 10 Pro 8/256 GB Ex Resmi Garansi Indonesia Second Original - Fullset","Rp1.375.000","","","Kota Administrasi Jakarta Utara","Garasi Gadget IDN"
"1777269915-456","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno Spark 30C 6/128GB SecondRp1.290.0005.01 terjualRyan S ShopKab. Asahan","https://www.tokopedia.com/cs1/tecno-spark-30c-6-128gb-second-1730895901909353978?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno Spark 30C 6/128GB Second - Fullset","Rp1.290.000","5","Terjual 1","Kab. Asahan","Ryan S Shop"
"1777269920-457","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno pova 7 8/256 unit dan casanRp2.200.000allyponselgroupBogor","https://www.tokopedia.com/allyponsel/tecno-pova-7-8-256-unit-dan-casan-1734545292372706642?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno pova 7 8/256 unit dan casan","Rp2.200.000","","","Kota Bogor","allyponselgroup"
"1777269925-458","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","TECNO POVA 6 RAM 12/256 1 SET.MURAHRp2.599.999Hemat s.d  1% Pakai BonusarphonebekasiBekasi","https://www.tokopedia.com/arphonebekasi/tecno-pova-6-ram-12-256-1-set-murah?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","TECNO POVA 6 RAM 12/256 1 SET.MURAH","Rp2.599.999","","","Kota Bekasi","arphonebekasi"
"1777269931-459","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno spark20 pro pluss second fullsetRp1.900.0002 terjualGadget TilasJakarta Barat","https://www.tokopedia.com/cimancell/tecno-spark20-pro-pluss-second-fullset-1732065116954986007?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno spark20 pro pluss second fullset","Rp1.900.000","","2 barang berhasil terjual","Kota Administrasi Jakarta Barat","Gadget Tilas"
"1777269937-460","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","tecno spark 10 pro 8/128Rp1.500.000Hemat s.d  1% Pakai BonushafidzcellwtcSurabaya","https://www.tokopedia.com/081235902324/tecno-spark-10-pro-8-128?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","tecno spark 10 pro 8/128","Rp1.500.000","","","Kota Surabaya","hafidzcellwtc"
"1777269942-461","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","tecno spark 10 pro 8/256Rp1.600.000Hemat s.d  1% Pakai BonushafidzcellwtcSurabaya","https://www.tokopedia.com/081235902324/tecno-spark-10-pro-8-256?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","tecno spark 10 pro 8/256","Rp1.600.000","","","Kota Surabaya","hafidzcellwtc"
"1777269948-462","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","PROMO AKHIR BULAN SPARK 10 PRO 8/128GB | SPARK 20 8/128GB | SPARK 30C 8/256GB | Spark go 1 4/128gb |  Spark go 1 4/64gb | SPARK 20 PRO 8/256GB BERGARANSIRp1.270.0001 terjualJAYA-MANDIRI ELEKTRONIKJakarta Barat","https://www.tokopedia.com/jaya-mandirielektro/promo-akhir-bulan-spark-10-pro-8-128gb-spark-20-8-128gb-spark-30c-8-256gb-spark-go-1-4-128gb-spark-go-1-4-64gb-spark-20-pro-8-256gb-bergaransi-1733399447948330621?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","PROMO AKHIR BULAN SPARK 10 PRO 8/128GB | SPARK 20 8/128GB | SPARK 30C 8/256GB | Spark go 1 4/128gb |  Spark go 1 4/64gb | SPARK 20 PRO 8/256GB BERGARANSI - Tecno Spark 20","Rp1.270.000","","1 barang berhasil terjual","Kota Administrasi Jakarta Barat","JAYA-MANDIRI ELEKTRONIK"
"1777269954-463","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno Spark 40 Pro+ 8/256 GB Garansi Resmi IndonesiaRp2.695.000Hemat s.d  1% Pakai Bonus5.06 terjualWaloh StoreKab. Purwakarta","https://www.tokopedia.com/waloh/tecno-spark-40-pro-8-256-gb-garansi-resmi-indonesia-1734287272307033216?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno Spark 40 Pro+ 8/256 GB Garansi Resmi Indonesia - Aurora White","Rp2.695.000","5","Terjual 6","Kab. Purwakarta","Waloh Store"
"1777269959-464","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno Pova 6 Pro 12/256 ResmiRp2.499.000Hemat s.d  1% Pakai BonusKemrengseng PhoneSurakarta","https://www.tokopedia.com/kemrengseng/tecno-pova-6-pro-12-256-resmi-1733141274738984020?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno Pova 6 Pro 12/256 Resmi","Rp2.499.000","","","Kota Surakarta","Kemrengseng Phone"
"1777269964-465","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","tecno pova 5 8/256gb second garansi resmi indonseiaRp2.200.000Hemat s.d  1% Pakai BonusGadgetZone22Palembang","https://www.tokopedia.com/oneconter/tecno-pova-5-8-256gb-second-garansi-resmi-indonseia?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","tecno pova 5 8/256gb second garansi resmi indonseia","Rp2.200.000","","","Kota Palembang","GadgetZone22"
"1777269970-466","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20tecno","Tecno Pop 5 LTE Ram 2Gb/32GbRp600.000Cs Store partJakarta Pusat","https://www.tokopedia.com/cs-store-part/tecno-pop-5-lte-ram-2gb-32gb-1734500382250796155?extParam=ivf%3Dfalse%26keyword%3Dhp+tecno%26search_id%3D20260427055458496E05E1AEA0A9314DVZ%26src%3Dsearch","Tecno Pop 5 LTE Ram 2Gb/32Gb","Rp600.000","","","Kota Administrasi Jakarta Pusat","Cs Store part"
